boss,loot_name,loot_url,type,bis,spec1,spec2,priority,notes
Supremus,Tueuse de Légion,https://www.wowhead.com/tbc/fr/item=32253,Arbalète,BP5,Hunt/PWar,Physical DPS/ Tank,Hunt > PWar > Fury/Arms,"Hunt BP5, PWar BP5"
Supremus,Cordelière préservatrice de naturaliste,https://www.wowhead.com/tbc/fr/item=32258,Taille - Mailles,,Heal,Caster DPS,RSha > HPal > Ele,
Supremus,Tunique de l'ombre néantine,https://www.wowhead.com/tbc/fr/item=32252,Torse - Cuir,BP5,Physical DPS/ Bear,Physical DPS/ Tank,"Cat > Bear > Ret/Rog > 
Fury/Arms/Hunt",Cat BP5
Supremus,Espauliers de la fureur abyssale,https://www.wowhead.com/tbc/fr/item=32250,Épaules - Plaques,,Tank,Melee,Prot Paladin/Prot Warrior,
Supremus,Siphon des nathrezims,https://www.wowhead.com/tbc/fr/item=32262,Arme 1M - Masse,BP3,Melee,Tank,Rog > Enh > Fury,"Rog BP5, Enh BP3"
Supremus,Le Brutaliseur,https://www.wowhead.com/tbc/fr/item=32254,Arme 1M - Hache,,Tank,Melee,Prot Warrior > Prot Paladin,
Supremus,Baudrier de l'infini,https://www.wowhead.com/tbc/fr/item=32256,Taille - Tissu,,Caster DPS,Heal,"Boom/Shadow/Lock > 
Ele > HPri > Mage",
Supremus,Couvre-bras du vol précis,https://www.wowhead.com/tbc/fr/item=32251,Poignets - Mailles,BP5,Physical DPS,Tank,"Hunt > Enh > 
Ret > Fury/Arms",Hunt BP5
Shade of Akama,Amict de lumière éclatante,https://www.wowhead.com/tbc/fr/item=32273,Épaules - Tissu,,Heal,Caster DPS,HPri > RDru > RSha > HPal,
Shade of Akama,Icône des voyants aveugles,https://www.wowhead.com/tbc/fr/item=32361,Main gauche,BP5,Caster DPS,Heal,"Boom/Mage > 
Shadow/Lock > Ele > Ret","Boom BP5, Mage BP5, 
Ret BP3 (Low Prio)"
Shade of Akama,Ceinturon de flamméclair,https://www.wowhead.com/tbc/fr/item=32276,Taille - Mailles,,Ele Shaman,Shaman/Paladin,Ele Shaman,
Shade of Akama,Manchettes du mana focalisé,https://www.wowhead.com/tbc/fr/item=32270,Poignets - Tissu,BP5,Caster DPS,Heal,"Boom/Mage/Lock > 
Shadow > Ele","Boom BP5, Mage BP5, 
Lock BP5, Shadow BP3 (P1 Prio)"
Shade of Akama,Poignes de la justice silencieuse,https://www.wowhead.com/tbc/fr/item=32278,Mains - Plaques,BP5,Melee,Tank,Ret/Fury/Arms,"Ret BP5, Fury/Arms BP5"
Shade of Akama,Kilt de la nature immortelle,https://www.wowhead.com/tbc/fr/item=32271,Jambes - Cuir,,Heal,Caster DPS,RDru > HPal/RSha,
Shade of Akama,Bottines de myrmidon,https://www.wowhead.com/tbc/fr/item=32268,Pieds - Plaques,BP5,Tank,Melee,Prot Warrior > Prot Paladin,PWar BP5
Shade of Akama,Garde-jambes de prétorien,https://www.wowhead.com/tbc/fr/item=32263,Jambes - Plaques,,Tank,Melee,Prot Paladin/Prot Warrior,
Shade of Akama,Anneau de l'intention trompeuse,https://www.wowhead.com/tbc/fr/item=32266,Doigt - Anneau,BP5,Physical DPS,Tank,"Cat/Rog > Hunt/Enh > 
Ret/Fury/Arms","Cat BP5, Rog BP5"
Shade of Akama,Corde de marcheur des ombres,https://www.wowhead.com/tbc/fr/item=32265,Taille - Cuir,,Physical DPS/ Bear,Physical DPS/ Tank,"Bear > Ret/Rog > 
Cat > Fury/Arms > Hunt",
Shade of Akama,Epaulières du prédateur caché,https://www.wowhead.com/tbc/fr/item=32264,Épaules - Mailles,BP3,Physical DPS,Tank,Enh > Hunt > Fury/Arms,Enh BP3 (P2 Prio)
Shade of Akama,Gantelets de marcheur des esprits,https://www.wowhead.com/tbc/fr/item=32275,Mains - Mailles,,Heal,Caster DPS,RSha > HPal > Ele,
Shade of Akama,Les garde-poignets du Chercheur,https://www.wowhead.com/tbc/fr/item=32279,Poignets - Plaques,,Tank,Melee,Prot Paladin/Prot Warrior,
Shade of Akama,Protège-poignets de l'influence divine,https://www.wowhead.com/tbc/fr/item=32513,Poignets - Tissu,,Heal,Caster DPS,HPri > RDru > RSha > HPal,
Teron Fielsang,Gants de croissance de botaniste,https://www.wowhead.com/tbc/fr/item=32328,Mains - Cuir,,Heal,Caster DPS,RDru > RSha > HPal,
Teron Fielsang,Capuche de bienveillance,https://www.wowhead.com/tbc/fr/item=32329,Tête - Tissu,,Heal/Mage,Caster DPS,"HPri > RDru > Mage > 
RSha/HPal",
Teron Fielsang,Gantelets de coercition,https://www.wowhead.com/tbc/fr/item=32280,Mains - Plaques,BP5,Tank,Melee,Prot Warrior > Prot Paladin,PWar BP5
Teron Fielsang,Ceinturon des morts de Lordaeron,https://www.wowhead.com/tbc/fr/item=32512,Taille - Plaques,,Holy Paladin,Paladin,Holy Paladin,
Teron Fielsang,Poignets insidieux,https://www.wowhead.com/tbc/fr/item=32324,Poignets - Cuir,BP5,Physical DPS/ Bear,Physical DPS/ Tank,"Bear > Cat/Rog > Enh > 
Ret/Fury/Arms > Hunt","Bear BP5, Cat BP5, Rog BP5"
Teron Fielsang,Carabine du gardien stoïque,https://www.wowhead.com/tbc/fr/item=32325,Fusil,,Tank,Physical DPS,"PWar > Fury/Arms > 
Rog > Hunt",
Teron Fielsang,Robe du Conseil des ombres,https://www.wowhead.com/tbc/fr/item=32327,Torse - Tissu,,Caster DPS,Heal,Mage/Lock > Ele > Boom/Shadow,
Teron Fielsang,Drapé de destructeur d'Ombrelune,https://www.wowhead.com/tbc/fr/item=32323,Dos,BP5,Physical DPS,Tank,DPS > PWar > Bear,"Cat BP5, Hunt BP5, Ret BP5, 
Rog BP5, Enh BP5, Fury/Arms BP5"
Teron Fielsang,Bottes de pisBISe à pas de loup,https://www.wowhead.com/tbc/fr/item=32510,Pieds - Mailles,BP5,Physical DPS,Tank,Hunt > Enh > Ret/Fury/Arms,Hunt BP5
Teron Fielsang,Fendoir d'âme,https://www.wowhead.com/tbc/fr/item=32348,Arme 2M - Hache,BP3,Melee,Tank,Arms > Ret > Enh,- May adjust later due to Armor Pen
Teron Fielsang,Totem du conseil ancestral,https://www.wowhead.com/tbc/fr/item=32330,Relique - Shaman,,Ele Shaman,Shaman,Ele > Enh > RSha,
Teron Fielsang,Lames tordues de Zarak,https://www.wowhead.com/tbc/fr/item=32326,Arme de jet,BP5,Melee,Physical DPS/ Tank,Rog > Fury/Arms > Hunt,"Rog BP5, Fury/Arms BP3"
Gurtogg Bloodboil,Ceinture de majesté primordiale,https://www.wowhead.com/tbc/fr/item=32339,Taille - Cuir,,Caster DPS/ Heal,Caster DPS/ Heal,,
Gurtogg Bloodboil,Protège-épaules au sang maudit,https://www.wowhead.com/tbc/fr/item=32338,Épaules - Tissu,,Caster DPS,Heal,,
Gurtogg Bloodboil,Vêtements de la tempérance,https://www.wowhead.com/tbc/fr/item=32340,Torse - Tissu,,Heal,Caster DPS,RDru > HPri/HPal/RSha,RDru BP5
Gurtogg Bloodboil,Ceinturon de la résolution puissante,https://www.wowhead.com/tbc/fr/item=32342,Taille - Plaques,BP5,Prot Paladin,Physical DPS/ Tank,Prot Paladin > Prot Warrior,PPal BP5
Gurtogg Bloodboil,Ceinturon de la stabilité,https://www.wowhead.com/tbc/fr/item=32333,Taille - Plaques,BP5,Prot Warrior,Physical DPS/ Tank,Prot Warrior > Prot Paladin,PWar BP5
Gurtogg Bloodboil,Jambières de vindicte divine,https://www.wowhead.com/tbc/fr/item=32341,Jambes - Plaques,BP3,Melee,Tank,Ret > Fury/Arms,"Ret BP3, Fury/Arms Opt BP3"
Gurtogg Bloodboil,Messager du destin,https://www.wowhead.com/tbc/fr/item=32269,Arme 1M - Dague,,Physical DPS/ PWar,Physical DPS/ Tank,PWar > Rog > Hunt,"hunt bp3-3, rog bp3-2 (offhand dagger), pwar bp3-2"
Gurtogg Bloodboil,Insigne d'Ombrelune,https://www.wowhead.com/tbc/fr/item=32501,Bijou,BP5,Tank,Melee,,"Bear BP5, PPal BP5, PWar BP5"
Gurtogg Bloodboil,Voile du pardon,https://www.wowhead.com/tbc/fr/item=32337,Dos,,Heal,Caster DPS,RDru/HPri > RSha > HPal,
Gurtogg Bloodboil,Bâton de la récupération immaculée,https://www.wowhead.com/tbc/fr/item=32344,Arme 2M - Bâton,BP5,Heal,Caster DPS,RDru/RSha > HPri > Mage,"RSha BP5, RDru BP3
Healer on a Stick"
Gurtogg Bloodboil,Anneau de l'agresseur irrésistible,https://www.wowhead.com/tbc/fr/item=32335,Doigt - Anneau,BP5,Melee,Physical DPS/ Tank,Ret/Fury/Arms > Enh > Cat,"Ret BP5, Fury/Arms BP5, Enh BP3"
Gurtogg Bloodboil,Haubergeon de l'assaut imminent,https://www.wowhead.com/tbc/fr/item=32334,Torse - Mailles,,Physical DPS,Tank,Enh > Hunt > Ret,
Gurtogg Bloodboil,Baguette du focalisateur prismatique,https://www.wowhead.com/tbc/fr/item=32343,Baguette,BP5,Caster DPS,Heal,Mage > Shadow/Lock,"Mage BP5, Shadow BP3 (P2 Prio), 
Lock BP3 (P2 Prio)"
Reliquary of Souls,Ceinturon en tisse-os,https://www.wowhead.com/tbc/fr/item=32346,Taille - Mailles,BP5,Physical DPS,Tank,"Hunt > Enh > 
Fury/Arms > Ret","Hunt BP5, Enh BP3 (P2 Prio)"
Reliquary of Souls,Couronne du destin investi,https://www.wowhead.com/tbc/fr/item=32354,Tête - Plaques,,Holy Paladin,Paladin,Holy Paladin,
Reliquary of Souls,Bottes d'effroi de la Légion,https://www.wowhead.com/tbc/fr/item=32345,Pieds - Plaques,BP5,Melee,Tank,Fury/Arms > Ret,Fury/Arms BP5
Reliquary of Souls,Brassards investis en élunite,https://www.wowhead.com/tbc/fr/item=32351,Poignets - Cuir,,Caster DPS,Heal,Ele/Boom > RSha,
Reliquary of Souls,Gants de la foi indéfectible,https://www.wowhead.com/tbc/fr/item=32353,Mains - Tissu,BP5,Heal,Caster DPS,RDru/ HPri/RSha > HPal,"RDru BP5, HPri BP5, RSha BP5"
Reliquary of Souls,Poignes de damnation,https://www.wowhead.com/tbc/fr/item=32347,Mains - Cuir,BP5,Physical DPS,Tank,"Enh > Ret/Rog > Cat > 
Fury/Arms > Hunt",Enh BP5
Reliquary of Souls,Bâtonnet de vie béni par les Naaru,https://www.wowhead.com/tbc/fr/item=32363,Baguette,BP3,Heal,Caster DPS,Holy Priest,HPri BP3 (P2 Prio)
Reliquary of Souls,Bottines de gardien de la nature,https://www.wowhead.com/tbc/fr/item=32352,Pieds - Cuir,,RSha/Ele/Boom,Caster DPS/ Heal,RSha > Ele/Boom,
Reliquary of Souls,Pendentif du Titan,https://www.wowhead.com/tbc/fr/item=32362,Cou - Collier,BP5,Tank,Melee,,"Bear BP5, PPal BP5, PWar BP5"
Reliquary of Souls,Le mantelet du soigne-vague,https://www.wowhead.com/tbc/fr/item=32517,Épaules - Mailles,,Heal,Caster DPS,RSha > HPal,
Reliquary of Souls,Torche des damnés,https://www.wowhead.com/tbc/fr/item=32332,Arme 2M - Masse,,Melee,Tank,Ret > Arms > Feral,
Reliquary of Souls,Pointe d'inspiration,https://www.wowhead.com/tbc/fr/item=32350,Main gauche,BP5,Heal,Caster DPS,RDru/RSha > HPri > HPal,"RDru BP5, RSha BP5"
Reliquary of Souls,Collier en fil ensorcelé translucide,https://www.wowhead.com/tbc/fr/item=32349,Cou - Collier,BP5,Caster DPS,Heal,"Boom/Lock > 
Shadow > Mage","Boom BP5, Lock BP5, 
Shadow BP3 (P1 Prio)"
Mother Shahraz,Lame de sauvagerie,https://www.wowhead.com/tbc/fr/item=32369,Arme 1M - Épée,BP3,Physical DPS,Tank,"Sword Rog > Rog > 
PWar > Fury/Hunt",Rog BP3 (Off-H Sword)
Mother Shahraz,Cuirasse crève-cœur,https://www.wowhead.com/tbc/fr/item=32365,Torse - Plaques,,Melee,Tank,Fury/Arms > Ret,
Mother Shahraz,Jambières de dévastation,https://www.wowhead.com/tbc/fr/item=32367,Jambes - Tissu,BP5,Caster DPS,Heal,"Mage > Boom/Shadow > 
Ele/Lock",Mage BP5
Mother Shahraz,Pendentif de pureté de Nadina,https://www.wowhead.com/tbc/fr/item=32370,Cou - Collier,BP5,Heal,Caster DPS,"HPal/HPri/RSha > RDru > 
Boom > Mage","RDru BP3, HPal BP5, 
HPri BP5, RSha BP5"
Mother Shahraz,Bottes de maître d'ombre,https://www.wowhead.com/tbc/fr/item=32366,Pieds - Cuir,BP5,Physical DPS/ Bear,Physical DPS/ Tank,"Bear > Cat/Ret/Rog/Enh > 
Fury/Arms > Hunt","Bear BP5 (Threat), Cat BP5,
Ret BP5, Rog BP5, Enh BP5"
Mother Shahraz,Tome du Porteur de lumière,https://www.wowhead.com/tbc/fr/item=32368,Relique - Paladin,BP5,Prot Paladin,Paladin,PPal > Ret/HPal,PPal BP5
Mother Shahraz,Espauliers du conquérant oublié,https://www.wowhead.com/tbc/fr/item=31101,Jeton d'armure,BP5,"Paladin/
Lock/Priest",N/A,"PPal > HPal/HPri > 
Ret > Shadow/Lock","PPal BP5, HPal BP5, 
Ret BP5, HPri BP5
T6- Paladin, Priest, Warlock"
Mother Shahraz,Espauliers du protecteur oublié,https://www.wowhead.com/tbc/fr/item=31103,Jeton d'armure,BP5,"Hunter/Shaman/
Warrior",N/A,"PWar > RSha > 
Ele/Fury/Arms > Hunt/Enh","Ele BP3, RSha BP5, PWar BP5,
Fury/Arms BP3
T6 - Hunter, Shaman, Warrior"
Mother Shahraz,Espauliers du vainqueur oublié,https://www.wowhead.com/tbc/fr/item=31102,Jeton d'armure,BP5,"Druid/Mage/
Rogue",N/A,"Bear > RDru > 
Cat/Boom/Mage/Rog","RDru BP5, Bear BP5, Cat BP5, 
Boom BP5, Mage BP5, Rog BP5
T6- Druid, Mage, Rogue"
Illidari Council,Ceinture du conseil divin,https://www.wowhead.com/tbc/fr/item=32519,Taille - Tissu,BP3,Heal,Caster DPS,RDru/HPri/RSha > HPal,"RDru BP3, HPri BP3, RSha BP3"
Illidari Council,Cape du conseil illidari,https://www.wowhead.com/tbc/fr/item=32331,Dos,BP5,Caster DPS,Heal,"Lock > Ele > Boom > 
Mage > Shadow","Lock BP5, Ele BP3, 
Boom BP3 (P2 Prio)"
Illidari Council,Heaume de rôdeur sylvestre,https://www.wowhead.com/tbc/fr/item=32376,Tête - Mailles,BP5,Physical DPS,Tank,Hunt > Enh > Ret/Fury/Arms,Hunt BP5
Illidari Council,Heaume du briseur illidari,https://www.wowhead.com/tbc/fr/item=32373,Helm - Plaques,,Melee,Tank,,
Illidari Council,Folie du traître,https://www.wowhead.com/tbc/fr/item=32505,Bijou,BP5,Physical DPS/ Tank,Physical DPS/ Tank,Tank > DPS,"Bear BP5, Cat BP5, Hunt BP5, 
Ret BP5, Rog BP5, Enh BP5, 
Fury/Arms BP5, PWar BP5"
Illidari Council,Voile du tournefeuilles,https://www.wowhead.com/tbc/fr/item=32518,Épaules - Cuir,,Heal,Caster DPS,,
Illidari Council,Jambières du conquérant oublié,https://www.wowhead.com/tbc/fr/item=31098,Jeton d'armure,BP5,"Paladin/
Lock/Priest",N/A,"PPal > HPal/HPri > 
Lock > Ret/Shadow","PPal BP5
T6- Paladin, Priest, Warlock"
Illidari Council,Jambières du protecteur oublié,https://www.wowhead.com/tbc/fr/item=31100,Jeton d'armure,BP5,"Hunter/Shaman/
Warrior",N/A,"PWar > Hunt/Ele > 
Enh > RSha/Fury/Arms","PWar BP5
T6 - Hunter, Shaman, Warrior"
Illidari Council,Jambières du vainqueur oublié,https://www.wowhead.com/tbc/fr/item=31099,Jeton d'armure,BP5,"Druid/Mage/
Rogue",N/A,"Cat/Rog > Bear > 
RDru > Boom","Cat BP5, Rog BP5
T6- Druid, Mage, Rogue"
Illidan Hurlorage,Arc noir du Traître,https://www.wowhead.com/tbc/fr/item=32336,Arc,BP5,Hunter,Physical DPS/ Tank,Hunter > Fury/Arms > Rog,Hunt BP5
Illidan Hurlorage,Rempart d'Azzinoth,https://www.wowhead.com/tbc/fr/item=32375,Bouclier,BP5,Tank,Melee,Prot Paladin/Prot Warrior,"PPal BP5, PWar BP5"
Illidan Hurlorage,Capuche de généralissime illidari,https://www.wowhead.com/tbc/fr/item=32525,Tête - Tissu,BP5,Caster DPS,Heal,"Mage/Shadow/Lock > 
Boom > Ele","Mage BP5, Shadow BP5, 
Lock BP5, Boom BP3"
Illidan Hurlorage,Cime de Karabor en cristal,https://www.wowhead.com/tbc/fr/item=32500,Arme 1M - Masse,BP5,Heal,Caster DPS,RDru/HPri > HPal > RSha,"RDru BP5, HPri BP5, 
HPal BP3 (P2 Prio)"
Illidan Hurlorage,Vision maudite de Sargeras,https://www.wowhead.com/tbc/fr/item=32235,Tête - Cuir,BP5,Physical DPS/ Bear,Physical DPS/ Tank,"Bear > Cat/Ret/Rog/Enh > 
Fury/Arms > Hunt","Bear BP5 (Threat), Cat BP5, Ret BP5, 
Rog BP5, Enh BP5, Fury/Arms BP3"
Illidan Hurlorage,Mézail de l'impénétrable,https://www.wowhead.com/tbc/fr/item=32521,Tête - Plaques,BP5,Tank,Melee,Prot Warrior > Prot Paladin,"PWar BP5, PPal BP3 (P2 Prio)"
Illidan Hurlorage,Souvenir de Tyrande,https://www.wowhead.com/tbc/fr/item=32496,Bijou,BP5,Heal,Caster DPS,,"RDru BP5, HPal BP5, 
RSha BP5, HPri BP5
45s Cooldown - Still good at 80"
Illidan Hurlorage,Éclat d'Azzinoth,https://www.wowhead.com/tbc/fr/item=32471,Arme 1M - Dague,BP5,Physical DPS,Tank,"Dag Rog > Rog > Fury > 
Hunt/Enh",Rog BP5
Illidan Hurlorage,Voile des Bien-nés,https://www.wowhead.com/tbc/fr/item=32524,Dos,BP5,Caster DPS/ Heal,Caster DPS/ Heal,"HPri > Shadow > 
Mage > HPal > 
RSha/RDru/Boom/Ele","HPri BP5, Shadow BP5, 
Mage BP3 (P2 Prio)"
Illidan Hurlorage,Chevalière de Hurlorage,https://www.wowhead.com/tbc/fr/item=32497,Doigt - Anneau,BP5,Physical DPS,Tank,"Hunt/Ret/Rog/Enh/
Fury/Arms > Cat > PWar > 
Bear > PPal","Cat BP3, Hunt BP5, Ret BP5, 
Rog BP5, Enh BP5, Fury/Arms BP5, 
PWar BP5 (Threat)"
Illidan Hurlorage,Le crâne de Gul'dan,https://www.wowhead.com/tbc/fr/item=32483,Bijou,BP5,Caster DPS,Heal,"Boom/Shadow/Lock > 
Ele > Mage","Boom BP5, Shadow BP5, Lock BP5,
Mage BP3 (P1-2 Prio), Ele BP3"
Illidan Hurlorage,"Zhar'doom, grand bâton du Dévoreur",https://www.wowhead.com/tbc/fr/item=32374,Arme 2M - Bâton,BP5,Caster DPS,Heal,"Boom/Mage/Shadow > 
Ele > Lock > RSha","Boom BP5, Mage BP5, 
Ele BP3, Shadow BP5"
Illidan Hurlorage,Glaive de guerre d'Azzinoth,https://www.wowhead.com/tbc/fr/item=32837,Arme 1M - Épée,BP5,Rogue/Fury,Physical DPS/ Tank,Rogue/Fury,"Rog BP5, Fury BP5"
Illidan Hurlorage,Glaive de guerre d'Azzinoth,https://www.wowhead.com/tbc/fr/item=32838,Off - H Sword,BP5,Rogue/Fury,Physical DPS/ Tank,Rogue/Fury,"Rog BP5, Fury BP5"
Illidan Hurlorage,Corselet du conquérant oublié,https://www.wowhead.com/tbc/fr/item=31089,Jeton d'armure,BP5,"Paladin/
Lock/Priest",N/A,"PPal > HPal/HPri > 
Shadow > Ret/Lock","PPal BP5, HPal BP5, HPri BP5,
Shadow BP5
T6- Paladin, Priest, Warlock"
Illidan Hurlorage,Corselet du protecteur oublié,https://www.wowhead.com/tbc/fr/item=31091,Jeton d'armure,BP5,"Hunter/Shaman/
Warrior",N/A,"PWar > RSha > 
Hunt/Ele > Fury/Arms","RSha BP5, PWar BP5, 
Hunt BP3, Ele BP3
T6 - Hunter, Shaman, Warrior"
Illidan Hurlorage,Corselet du vainqueur oublié,https://www.wowhead.com/tbc/fr/item=31090,Jeton d'armure,BP5,"Druid/Mage/
Rogue",N/A,"Bear > RDru > 
Boom/Mage/Rog > Cat","RDru BP5, Bear BP5, Boom BP5, 
Mage BP5, Rog BP5
T6- Druid, Mage, Rogue"
Trash,Bague de dévastation,https://www.wowhead.com/tbc/fr/item=32526,Doigt - Anneau,,Physical DPS,Tank,Melee > Hunt,Not Unique- Approx 2% haste
Trash,Bague bénie de Karabor,https://www.wowhead.com/tbc/fr/item=32528,Doigt - Anneau,BP5,Heal,Caster DPS,"HPri > RDru/RSha > 
HPal > Shadow","HPri BP5, RDru BP3, RSha BP3"
Trash,Bottes de la lumière divine,https://www.wowhead.com/tbc/fr/item=32609,Pieds - Tissu,BP5,Heal,Caster DPS,"RDru/HPri > 
RSha/HPal > Lock","RDru BP3, HPri BP3
BP5 Debatable for High Stam Fights
Good for Warlocks going into Wrath"
Trash,Corselet des orages implacables,https://www.wowhead.com/tbc/fr/item=32592,Torse - Mailles,BP3,Caster DPS,Heal,Ele Shaman > HPal,Ele BP3
Trash,Sautoir des lames crantées,https://www.wowhead.com/tbc/fr/item=32591,Cou - Collier,,Physical DPS,Tank,DPS > PWar,"#2 P3 options for Physical DPS/PWar
- May adjust later due to Armor Pen"
Trash,Ceinturon du porte-lumière,https://www.wowhead.com/tbc/fr/item=32606,Taille - Plaques,,Ret Paladin,Paladin/Warrior,Ret Paladin,
Trash,Marteau du jugement,https://www.wowhead.com/tbc/fr/item=34009,Arme 1M - Masse,BP3,Caster DPS/ PPal,Caster DPS/ Heal/Paladin,"Boom > PPal > Ele > 
Shadow > Ret",Boom BP3
Trash,Pendentif enchâssé de flammes infernales,https://www.wowhead.com/tbc/fr/item=32589,Cou - Collier,BP5,Mage,Caster DPS/ Heal,Fire Mage > Mage > Lock,"Fire Mage BP5, Other Mage BP3"
Trash,Bouclier runique illidari,https://www.wowhead.com/tbc/fr/item=34011,Bouclier,,Prot Paladin,Shaman/Paladin,Prot Paladin,
Trash,Cape du vide néantin,https://www.wowhead.com/tbc/fr/item=32590,Dos,BP5,Shadow/Lock,Caster DPS/ Heal,Lock > Shadow,"Shadow (Opt BP5), 
Lock BP5 (Until 80)"
Trash,Gantelets de pilleur,https://www.wowhead.com/tbc/fr/item=32608,Mains - Plaques,,Melee,Tank,,
Trash,Anneau du savoir antique,https://www.wowhead.com/tbc/fr/item=32527,Doigt - Anneau,BP5,Caster DPS,Heal,"Ele/Shadow > Boom > 
Lock > Mage","Ele BP5, Shadow BP5, 
Boom BP3 (Opt BP5)"
Trash,Linceul du dernier carré,https://www.wowhead.com/tbc/fr/item=34012,Dos,BP5,Heal,Caster DPS,RDru/HPal/RSha > HPri,"RDru BP5, HPal BP5, RSha BP5"
Trash,Gourdin en vif-acier,https://www.wowhead.com/tbc/fr/item=32943,Arme 1M - Masse,BP5,Physical DPS,Tank,Rog > Fury > Enh > Hunt,Rog BP5 (Off H Mace)
Trash,Bottines de la mère de la tanière,https://www.wowhead.com/tbc/fr/item=32593,Pieds - Cuir,BP5,Feral,Physical DPS,Bear > Cat,Bear BP5
Boss Recipes,Dessin : Spinelle cramoisi miroitant,https://www.wowhead.com/tbc/fr/item=32285,Recette - Joaillerie,,,,,"Recipe = BoP, Gem = BoE
Red: 10 Parry"
Boss Recipes,Dessin : Saphir empyréen rigide,https://www.wowhead.com/tbc/fr/item=32296,Recette - Joaillerie,,,,,"Recipe = BoP, Gem = BoE
Yellow: 10 Spell Hit"
Boss Recipes,Dessin : Pyrolithe intaillée,https://www.wowhead.com/tbc/fr/item=32303,Recette - Joaillerie,,,,,"Recipe = BoP, Gem = BoE
Red or Yellow: 5 Crit, 5 Str"
Boss Recipes,Dessin : Oeil de lion mystique,https://www.wowhead.com/tbc/fr/item=32295,Recette - Joaillerie,,,,,"Recipe = BoP, Gem = BoE
Yellow: 10 Resilience"
