boss,loot_name,loot_url,type,bis,spec1,spec2,priority,notes
Kalecgos,Brassards du vainqueur oublié,https://www.wowhead.com/tbc/fr/item=34852,Jeton d'armure,BP5,"Druid/Mage/
Rogue",N/A,"Bear > RDru > 
Rog/Boom > Cat/Mage","RDru BP5, Rog BP5, Boom BP5,
Cat BP5 (P3 Prio), Bear BP5
Mage BP5 (P3 Prio)
T6- Druid, Mage, Rogue"
Brutallus,Étreinte du trépas,https://www.wowhead.com/tbc/fr/item=34177,Cou - Collier,BP5,Physical DPS/ Bear,Physical DPS/ Tank,"Rog/Enh/Hunt > Cat > 
Bear > Fury/Arms > Ret","Hunt BP5, Rog BP5, Enh BP5
Bear (#2 - Threat),
Cat BP5 (SSO Prio)"
Brutallus,Torque de seigneur des abîmes,https://www.wowhead.com/tbc/fr/item=34178,Cou - Collier,BP5,Tank,Melee,,"Bear BP5, PPal BP5, PWar BP5"
Brutallus,Cuissards gangrefurie,https://www.wowhead.com/tbc/fr/item=34180,Jambes - Plaques,BP5,Tank,Melee,"PWar > 
Ret/Fury/Arms > PPal","PWar BP5 (Upg#1, Non-Upg #3), 
PPal (Upg #2), Ret (Non-Upg #2), 
Fury/Arms (Non-Upg #2)"
Brutallus,Cœur de la fosse,https://www.wowhead.com/tbc/fr/item=34179,Main gauche,BP5,Caster DPS,Heal,"Shadow > Boom > 
Mage > Ret","Shadow BP5, Boom BP5 (P3 Prio)
Ret BP5 (Low Prio)"
Brutallus,Jambières de calamité,https://www.wowhead.com/tbc/fr/item=34181,Jambes - Tissu,BP5,Caster DPS,Heal,Boom/Mage/Ele/Lock > Shadow > HPri,"Boom BP5, Mage BP5, Ele BP5, Lock BP5"
Brutallus,Règne de la détresse,https://www.wowhead.com/tbc/fr/item=34176,Arme 1M - Masse,BP5,Caster DPS/ PPal,Caster DPS/ Heal/Ret,PPal > Boom/Shadow > Ret,"PPal BP5 (P3 Prio), 
Ret BP5 (Low Prio)"
Brutallus,SUNMOTE UPGRADES,,,,,,,
Brutallus,Cuissards de gangreforce,https://www.wowhead.com/tbc/fr/item=34381,Jambes - Plaques,BP5,Tank,Melee,Prot Warrior/Prot Paladin,"Sunmote Upg: Felfury Legplates
PWar BP5, PPal (#2)"
Brutallus,Ceinture du conquérant oublié,https://www.wowhead.com/tbc/fr/item=34853,Jeton d'armure,BP5,"Paladin/
Lock/Priest",N/A,"PPal > HPal/HPri > 
Ret/Shadow > Lock","PPal BP5, HPal BP5, Ret BP5,
HPri BP5, Shadow BP5, 
Lock BP5 (P3 Prio- Tailoring #1)
T6- Paladin, Priest, Warlock"
Brutallus,Ceinture du protecteur oublié,https://www.wowhead.com/tbc/fr/item=34854,Jeton d'armure,BP5,"Hunter/Shaman/
Warrior",N/A,"PWar > RSha > 
Hunt/Ele/Enh/Fury/Arms","Hunt BP5, Ele BP5, Enh BP5,
RSha BP5, PWar BP5, 
Fury/Arms BP5
T6 - Hunter, Shaman, Warrior"
Brutallus,Ceinture du vainqueur oublié,https://www.wowhead.com/tbc/fr/item=34855,Jeton d'armure,BP5,"Druid/Mage/
Rogue",N/A,"Bear > Cat/Mage/Rog > 
RDru > Boom","Bear BP5, Cat BP5, Mage BP5,
Rog BP5, RDru BP5 (P4 Prio)
T6- Druid, Mage, Rogue"
Gangrebrume,Poignes de la forteresse frontalière,https://www.wowhead.com/tbc/fr/item=34352,Mains - Plaques,BP5,Tank,Melee,Prot Warrior > Prot Paladin,"PWar BP5, PPal BP5 (P3 Prio)"
Gangrebrume,Broche des Bien-nés,https://www.wowhead.com/tbc/fr/item=34184,Cou - Collier,BP5,Heal,Caster DPS,"HPri > RDru/HPal/RSha >
Boom >Mage/Lock >Shadow",HPri BP5
Gangrebrume,Mailles de l'orage tumultueux,https://www.wowhead.com/tbc/fr/item=34186,Jambes - Mailles,BP5,RSha/Ele/HPal,Shaman/Paladin,RSha > Ele > HPal,"RSha BP5 (Upg), HPal (Upg #2),
Ele (Non-Upg #2)"
Gangrebrume,Bâton des torrents de grand magistère,https://www.wowhead.com/tbc/fr/item=34182,Arme 2M - Bâton,BP5,Caster DPS,Heal,Boom/Mage/Ele/Lock > RSha,"Boom BP5, Mage BP5, 
Ele BP5, Lock BP5"
Gangrebrume,Jambières de la nuit immortelle,https://www.wowhead.com/tbc/fr/item=34188,Jambes - Cuir,BP5,Physical DPS/ Bear,Physical DPS/ Tank,Bear > Physical DPS,"Bear BP5 (Upg), Cat BP5 (Non-Upg),
Hunt BP5 (Non-Upg), Hunt BP5 
(Non-Upg), Ret BP5 (Non-Upg),
Rog BP5 (Non-Upg), Enh BP5 
(Non-Upg), Fury/Arms BP5 (Non-Upg)"
Gangrebrume,Rempart du briseur d'épée,https://www.wowhead.com/tbc/fr/item=34185,Bouclier,BP5,Tank,Melee,Prot Paladin > Prot Warrior,"PPal BP5, PWar BP5 (P3 Prio)"
Gangrebrume,SUNMOTE UPGRADES,,,,,,,
Gangrebrume,Kilt de reconstruction spirituelle,https://www.wowhead.com/tbc/fr/item=34383,Jambes - Mailles,BP5,Heal,Caster DPS,Resto Shaman > Holy Pal,"Sunmote Upg: Tumultuous Storm
RSha BP5, HPal (#2)"
Gangrebrume,Jambières de la bête immortelle,https://www.wowhead.com/tbc/fr/item=34385,Jambes - Cuir,BP5,Feral,Physical DPS/ Tank,Bear > Cat,"Sunmote Upg: Immortal Night
Bear BP5, Cat (#2)"
Gangrebrume,Bottes du conquérant oublié,https://www.wowhead.com/tbc/fr/item=34856,Jeton d'armure,BP5,"Paladin/
Lock/Priest",N/A,"HPal/HPri > 
Ret/Shadow/Lock > PPal","PPal BP5 (P3 Prio), HPal BP5,
Ret BP5, HPri BP5, Lock BP5,
Shadow BP5
T6- Paladin, Priest, Warlock"
Gangrebrume,Bottes du protecteur oublié,https://www.wowhead.com/tbc/fr/item=34857,Jeton d'armure,BP5,"Hunter/Shaman/
Warrior",N/A,"PWar > RSha > 
Ele/Enh/Hunt/Fury/Arms","Hunt BP5, Ele BP5, Enh BP5,
RSha BP5, PWar BP5, 
Fury/Arms BP5
T6 - Hunter, Shaman, Warrior"
Gangrebrume,Bottes du vainqueur oublié,https://www.wowhead.com/tbc/fr/item=34858,Jeton d'armure,BP5,"Druid/Mage/
Rogue",N/A,"Bear > Boom/Mage/Rog > 
RDru > Cat","Bear BP5, Boom BP5, Mage BP5,
Rog BP5, RDru BP5 (P4 Prio),
Cat BP5 (P3 Prio)
T6- Druid, Mage, Rogue"
Eradar Twins,Amict du convocateur,https://www.wowhead.com/tbc/fr/item=34210,Shoulders - Tissu,BP5,Caster DPS,Heal,"Boom/Shadow/Lock > 
Hpri > Mage > Ele","Boom BP5, Shadow BP5, Lock BP5
Mage (#2), HPri (#2)"
Eradar Twins,Amulette des magies libérées,https://www.wowhead.com/tbc/fr/item=34204,Cou - Collier,BP5,Caster DPS,Heal,,"Boom BP5, Mage BP5, 
Ele BP5, Shadow BP5, Lock BP5"
Eradar Twins,Martelet d'archonte,https://www.wowhead.com/tbc/fr/item=34199,Arme 1M - Masse,BP5,Heal,Caster DPS,RDru > HPal > HPri/RSha,"RDru BP5 (Opt with Hammer of Sanc)
HPal (#2- Close to BP5)"
Eradar Twins,Bague du délice ruineux,https://www.wowhead.com/tbc/fr/item=34189,Doigt - Anneau,BP5,Physical DPS,Tank,,"Cat BP5, Hunt BP5, Ret BP5, 
Enh BP5, Fury/Arms BP5, 
PWar BP5 (Threat - DPS Prio)"
Eradar Twins,Livre des hymnes des Bien-nés,https://www.wowhead.com/tbc/fr/item=34206,Main gauche,BP5,Heal/Mage,Caster DPS,"HPri > RDru/RSha > 
Mage > HPal","HPri BP5, RDru BP5 (P3 Prio), 
Mage BP5 (P3 Prio)"
Eradar Twins,Cape de parangon cramoisi,https://www.wowhead.com/tbc/fr/item=34190,Dos,BP5,Tank,Physical DPS,PPal/PWar > Bear,"Bear BP5, PPal BP5, PWar BP5"
Eradar Twins,Épaulettes d'équilibre,https://www.wowhead.com/tbc/fr/item=34208,Shoulders - Mailles,BP5,RSha/Ele/HPal,Paladin/Shaman,RSha > Ele > HPal,"RSha BP5 (Non-Upg), Ele BP5 (Upg),
HPal (Non-Upg #2)"
Eradar Twins,Arc doré de Quel'Thalas,https://www.wowhead.com/tbc/fr/item=34196,Arc,BP5,Physical DPS,Tank,Hunt > Fury/Arms > Rog,"Hunt BP5, Fury/Arms BP5"
Eradar Twins,Poigne de Mannoroth,https://www.wowhead.com/tbc/fr/item=34203,Arme 1M - Pugilat,BP5,Physical DPS,Tank,Rog > Fury > Enh/Hunt,Rog BP5 (Off-Hand)
Eradar Twins,Mantelet de la forêt dorée,https://www.wowhead.com/tbc/fr/item=34194,Shoulders - Mailles,BP5,Physical DPS,Tank,,"Hunt BP5, Ret BP5, Enh BP5,
Fury/Arms BP5"
Eradar Twins,Espauliers de persévérance,https://www.wowhead.com/tbc/fr/item=34192,Shoulders - Plaques,BP5,Paladin/Warrior,Paladin/Warrior,"PWar > 
Ret/Fury/Arms > PPal","PWar BP5 (Non-Upg), Ret (Upg #2),
PPal(Non-Upg #2), Fury/Arms(Upg #2)"
Eradar Twins,Châle d'émerveillement,https://www.wowhead.com/tbc/fr/item=34202,Shoulders - Tissu,BP5,"Heals/Boom/
Mage/Shadow",Caster DPS/ Heal,"RDru/HPri > Mage > 
RSha/Shadow/Boom > HPal","RDru BP5 (Non-Upg), HPri BP5 
(Non-Upg), RSha (Non-Upg #2),
Boom (Upg #2), Shadow(Non-Upg #2),
Mage BP5 (Upg), HPal (Non-Upg #3)"
Eradar Twins,Coutelas d'exsanguination,https://www.wowhead.com/tbc/fr/item=34197,Arme 1M - Dague,BP5,Physical DPS,Tank,"Dag Rog > Hunt > 
Rog > Fury","Hunt BP5 (Can Dual Wield)
- May adjust later due to Armor Pen"
Eradar Twins,Protège-épaules de véhémence,https://www.wowhead.com/tbc/fr/item=34195,Shoulders - Cuir,BP5,Feral/Rog/Enh,Physical DPS,"Bear > Cat/Rog > Enh > 
Ret/Fury/Arms > Hunt","Bear BP5 (Upg), Cat BP5 (Upg),
Rog BP5 (Non-Upg), Ret (Upg #4),
Enh (Non-Upg #2), Fury/Arms(Upg #3)
- May adjust later due to Armor Pen"
Eradar Twins,Voile des âmes rachetées,https://www.wowhead.com/tbc/fr/item=34205,Dos,BP5,Heal,Caster DPS,Healers > Mage > Boom,"RDru BP5, HPal BP5, 
HPri BP5, RSha BP5"
Eradar Twins,Pendentif de conquête sin'dorei,https://www.wowhead.com/tbc/fr/item=35290,Cou - Collier,,Caster DPS/ PPal,Caster DPS/ Heal,"Ele > Mage > PPal >
Shadow > Boom > Lock",
Eradar Twins,Pendentif de salut sin'dorei,https://www.wowhead.com/tbc/fr/item=35291,Cou - Collier,BP5,Heal,Caster DPS,Healers > Mage > Boom,"HPal BP5, RSha BP5, RDru BP5"
Eradar Twins,Pendentif de triomphe sin'dorei,https://www.wowhead.com/tbc/fr/item=35292,Cou - Collier,BP5,Physical DPS,Tank,Ret/Fury/Arms > Enh > Hunt,"Ret BP5(P3 Prio), Fury/Arms(P3 Prio)"
Eradar Twins,Spallières de reconquête,https://www.wowhead.com/tbc/fr/item=34209,Shoulders - Cuir,,Heal,Caster DPS,RDru/RSha > Boom,"RDru (Non-Upg #3), Boom (Upg #2)
RSha (Non-Upg #3)"
Eradar Twins,Spallières du sauveur thalassien,https://www.wowhead.com/tbc/fr/item=34193,Shoulders - Plaques,BP5,PPal/HPal,Paladin/Warrior,HPal > PPal > PWar,"PPal BP5 (Upg), 
HPal BP5 (Non-Upg), PWar (Upg #2)"
Eradar Twins,Etançon d'instinct primal,https://www.wowhead.com/tbc/fr/item=34198,Arme 2M - Bâton,BP5,Feral,Druid,Bear > Cat,"Bear BP5, Cat BP5"
Eradar Twins,SUNMOTE UPGRADES,,,,,,,
Eradar Twins,Protège-épaules dent-de-démon,https://www.wowhead.com/tbc/fr/item=34392,Shoulders - Cuir,BP5,Feral,Melee,"Bear > Cat > 
Fury/Arms > Ret","Sunmote Upg: Vehemence
Bear BP5, Cat BP5, Ret (#4),
Fury/Arms (#3) 
- May adjust later due to Armor Pen"
Eradar Twins,Épaulettes d'éruption,https://www.wowhead.com/tbc/fr/item=34390,Shoulders - Mailles,BP5,Ele Shaman,Shaman/Paladin,Elemental Shaman,"Sunmote Upg: Equilibrium Epaulets
Ele BP5"
Eradar Twins,Espauliers de berserker,https://www.wowhead.com/tbc/fr/item=34388,Shoulders - Plaques,,Melee,Tank,Ret/Fury/Arms,"Sunmote Upg: Perseverance
Ret (#2), Fury/Arms (#2)"
Eradar Twins,Protège-épaules de la poursuite des connaissances,https://www.wowhead.com/tbc/fr/item=34393,Shoulders - Tissu,BP5,Caster DPS,Heal,Mage > Boom,"Sunmote Upg: Wonderment
Mage BP5, Boom (#2)"
Eradar Twins,Spallières de dévastation,https://www.wowhead.com/tbc/fr/item=34391,Shoulders - Cuir,,Caster DPS,Heal,Boom,"Sunmote Upg: Reclamation
Boom (#3)"
Eradar Twins,Spallières du défenseur thalassien,https://www.wowhead.com/tbc/fr/item=34389,Shoulders - Plaques,BP5,Tank,Melee,Prot Paladin > Prot Warrior,"Sunmote Upg: Thalassian Savior
PPal BP5, PWar (#2)"
M'uru,Egide de la fortune angélique,https://www.wowhead.com/tbc/fr/item=34231,Bouclier,BP5,Heal,Caster DPS,Holy Pal > Resto Sha,"HPal BP5, RSha BP5"
M'uru,Esquille naaru noircie,https://www.wowhead.com/tbc/fr/item=34427,Bijou,BP5,Physical DPS,Tank,DPS > PWar,"Cat BP5, Hunt BP5, Ret BP5, 
Rog BP5, Enh BP5, 
Fury/Arms BP5, PWar BP5 (Threat)"
M'uru,Grande tenue de gangre-conquérant,https://www.wowhead.com/tbc/fr/item=34232,Torse - Tissu,BP5,Caster DPS,Heal,Shadow > Lock > Mage,"Shadow BP5, Lock (Opt BP5)"
M'uru,Vêtements des rivages sereins,https://www.wowhead.com/tbc/fr/item=34229,Torse - Mailles,BP5,HPal/Ele/RSha,Shaman/Paladin,HPal/RSha > Ele,"HPal BP5 (Non-Upg), 
RSha BP5 (Non-Upg), Ele BP5 (Upg)"
M'uru,Gantelets de l'âme apaisée,https://www.wowhead.com/tbc/fr/item=34240,Mains - Plaques,BP5,Holy Paladin,Paladin,Holy Paladin,HPal BP5
M'uru,Esquille naaru rougeoyante,https://www.wowhead.com/tbc/fr/item=34430,Bijou,BP5,Heal,Caster DPS,HPri/RDru > RSha > HPal,"RDru BP5, HPri BP5, RSha (Opt BP5)"
M'uru,Harnais des instincts charnels,https://www.wowhead.com/tbc/fr/item=34211,Torse - Cuir,BP5,Physical DPS,Tank,,"Cat BP5 (Upg), Hunt BP5 (Upg),
Ret BP5 (Upg), Rog BP5 (Upg), 
Enh BP5 (Upg), Fury/Arms BP5 (Upg)"
M'uru,Corselet du judicateur héroïque,https://www.wowhead.com/tbc/fr/item=34216,Torse - Plaques,BP5,Prot Paladin,Paladin,Prot Paladin > Holy Paladin,"PPal BP5 (Non-Upg), 
HPal (Upg #7- Low Prio)"
M'uru,Muramasa,https://www.wowhead.com/tbc/fr/item=34214,Arme 1M - Épée,BP5,Melee,Tank,Sword Rog > Rog > Fury,Rog BP5 (MH)
M'uru,Anneau de la résolution endurcie,https://www.wowhead.com/tbc/fr/item=34213,Doigt - Anneau,BP5,Tank,Melee,,"Bear BP5, PPal BP5, PWar BP5"
M'uru,Anneau d'omnipotence,https://www.wowhead.com/tbc/fr/item=34230,Doigt - Anneau,BP5,Caster DPS,Heal,"Ele/Shadow/Lock > 
Boom > Mage","Boom (Opt BP5), Ele BP5, 
Shadow BP5, Lock BP5"
M'uru,Robe de la Lumière chancelante,https://www.wowhead.com/tbc/fr/item=34233,Torse - Tissu,BP5,"Priest/Boom/
Mage/Lock",Caster DPS/ Heal,HPri > Boom/Mage/Lock > Shadow,"Boom BP5 (Upg), Mage BP5 (Upg),
HPri BP5 (Non-Upg), Lock BP5 (Upg),
Shadow (Upg #2)"
M'uru,Gantelets ombreux du paroxysme,https://www.wowhead.com/tbc/fr/item=34234,Mains - Cuir,BP5,Melee/Bear,Physical DPS/ Tank,"Bear > Rog > Cat > Enh > 
Ret/Fury/Arms > Hunt","Bear BP5 (Upg), Cat BP5 (Non-Upg), 
Rog BP5 (Non-Upg), Ret(Non-Upg #5), 
Enh (Non-Upg #2), Fury/Arms(Upg #3)"
M'uru,Esquille naaru changeante,https://www.wowhead.com/tbc/fr/item=34429,Bijou,BP5,Caster DPS,Heal,Boom/Ele/Shadow > Lock,"Boom BP5, Ele BP5, Shadow BP5, 
Lock BP5 (P3-4 Prio)"
M'uru,Bague de domination sin'dorei,https://www.wowhead.com/tbc/fr/item=35282,Doigt - Anneau,,Caster DPS,Heal,,PvP
M'uru,Bague de salut sin'dorei,https://www.wowhead.com/tbc/fr/item=35283,Doigt - Anneau,,Caster DPS/ Heal,Caster DPS/ Heal,Boom > HPri > Rest,PvP
M'uru,Bague de triomphe sin'dorei,https://www.wowhead.com/tbc/fr/item=35284,Doigt - Anneau,,Physical DPS,Tank,Ret > Rest,PvP
M'uru,Esquille naaru inflexible,https://www.wowhead.com/tbc/fr/item=34428,Bijou,,PPal/Enh,Physical DPS/ Tank,PPal > Enh,
M'uru,Gilet du halo solaire,https://www.wowhead.com/tbc/fr/item=34212,Torse - Cuir,BP5,Heal,Caster DPS,RDru > HPal/RSha > Boom,"RDru BP5 (Non-Upg), Boom (Upg #2), 
HPal(Non-Upg #2), RSha(Non-Upg #2)"
M'uru,Haubert du faucon-pérégrin vicieux,https://www.wowhead.com/tbc/fr/item=34228,Torse - Mailles,,Physical DPS,Tank,Hunt/Enh > Fury/Arms,
M'uru,Harnais de guerre de la fureur téméraire,https://www.wowhead.com/tbc/fr/item=34215,Torse - Plaques,BP5,Tank,Melee,"PWar > PPal
Fury/Arms/Ret","PWar BP5 (Upg), Ret (Non-Upg #2)
Fury/Arms(Non-Upg #2), PPal(Upg #2)"
M'uru,SUNMOTE UPGRADES,,,,,,,
M'uru,Tunique du chaos à lames,https://www.wowhead.com/tbc/fr/item=34397,Torse - Cuir,BP5,Physical DPS,Tank,,"Sunmote Upg: Carnal Instinct
Cat BP5, Hunt BP5, Ret BP5,
Rog BP5, Enh BP5, Fury/Arms BP5"
M'uru,Cuirasse d'aversion à l'agonie,https://www.wowhead.com/tbc/fr/item=34394,Torse - Plaques,BP5,Tank,Melee,Prot Warrior > Prot Paladin,"Sunmote Upg: Reckless Fury
PWar BP5, PPal (#2)"
M'uru,Vêtements des rivages déferlants,https://www.wowhead.com/tbc/fr/item=34396,Torse - Mailles,BP5,Ele Shaman,Shaman/Paladin,Ele Shaman,"Sunmote Upg: Serene Shores
Ele BP5"
M'uru,Gants du vagabond des forêts,https://www.wowhead.com/tbc/fr/item=34408,Mains - Cuir,BP5,Feral,Physical DPS/ Tank,Bear > Cat > Fury/Arms,"Sunmote Upg: Paroxysm
Bear BP5, Cat (#2), Fury/Arms (#3)
- May adjust later due to Armor Pen"
M'uru,Corselet noble de judicateur,https://www.wowhead.com/tbc/fr/item=34395,Torse - Plaques,,Prot Paladin,Paladin,Prot Paladin > Holy Paladin,"Sunmote Upg: Heroic Juducator's
PPal (Upg #5), HPal (Upg #7)"
M'uru,Robe de haine fantomatique,https://www.wowhead.com/tbc/fr/item=34399,Torse - Tissu,BP5,Caster DPS,Heal,Boom/Mage > Lock > Shadow,"Sunmote Upg: Faltered Light
Boom BP5, Mage BP5, 
Lock BP5 (Debatable Over Raiments)"
M'uru,Tunique utopique d'Élune,https://www.wowhead.com/tbc/fr/item=34398,Torse - Cuir,,Caster DPS,Heal,Boom,"Sunmote Upg: Sunglow Vest
Boom (#2)"
Kil’jaeden,"Apolyon, l'Etripeur d'âme",https://www.wowhead.com/tbc/fr/item=34247,Arme 2M - Épée,BP5,Melee,Physical DPS/ Tank,Ret/Arms,"Ret BP5, Arms BP5"
Kil’jaeden,Poignes douloureuses de la région frontalière,https://www.wowhead.com/tbc/fr/item=34341,Mains - Plaques,BP5,Melee,Tank,Ret/Fury/Arms > PWar,"Ret BP5, Fury/Arms BP5"
Kil’jaeden,Cape du péché impardonnable,https://www.wowhead.com/tbc/fr/item=34241,Dos,BP5,Physical DPS,Tank,DPS > PWar,"Cat BP5, Hunt BP5, Ret BP5, 
Rog BP5, Enh BP5, Fury/Arms BP5, 
PWar (#2- Threat BP5)"
Kil’jaeden,Coiffe d'Alleria,https://www.wowhead.com/tbc/fr/item=34333,Tête - Mailles,BP5,Physical DPS,Tank,,"Hunt BP5, Ret BP5, 
Enh BP5, Fury/Arms BP5"
Kil’jaeden,Couvre-chef d'Ursol le Sage,https://www.wowhead.com/tbc/fr/item=34245,Tête - Cuir,BP5,Heal,Caster DPS,RDru > RSha > HPal,"RDru BP5 (Non-Upg), RSha 
(Non-Upg #2), HPal (Non-Upg #4)"
Kil’jaeden,Capuche de Gul'dan,https://www.wowhead.com/tbc/fr/item=34332,Tête - Mailles,BP5,Ele/RSha/HPal,Caster DPS/ Heal,Ele > RSha > HPal,"Ele BP5 (Non-Upg), RSha BP5 (Upg),
HPal (Upg #2)"
Kil’jaeden,Capuche de la pureté de la Lumière,https://www.wowhead.com/tbc/fr/item=34339,Tête - Tissu,BP5,"Priest/
Mage/Lock",Caster DPS/ Heal,"HPri > Mage > 
Shadow/Lock > Boom","Mage BP5 (Upg), HPri BP5(Non-Upg),
Shadow (Upg #2), Lock (Upg #2)"
Kil’jaeden,Couronne d'Anasterian,https://www.wowhead.com/tbc/fr/item=34345,Tête - Plaques,BP5,Ret/Warrior,Paladin/Warrior,PWar > Ret/Fury/Arms,"PWar BP5 (Upg- Eng Prio), Ret 
(Non-Upg #3), Fury/Arms(Non-Upg #3)"
Kil’jaeden,Cœur de l'Apocalypse,https://www.wowhead.com/tbc/fr/item=34329,Arme 1M - Dague,BP5,Physical DPS/ PWar,Physical DPS/ Tank,"Dag Rog > Rog > 
Hunt > PWar",Rog BP5 (MH)
Kil’jaeden,Collerette de sombre conjurateur,https://www.wowhead.com/tbc/fr/item=34340,Tête - Tissu,BP5,Caster DPS,Heal,Boom/Shadow/Lock > Mage,"Boom BP5, Shadow BP5, 
Lock BP5, Mage (#3)"
Kil’jaeden,Semblance fourbe,https://www.wowhead.com/tbc/fr/item=34244,Tête - Cuir,BP5,Melee/Bear,Physical DPS/ Tank,"Bear > Cat/Rog > Ret > 
Enh/Fury/Arms","Bear BP5 (Upg), Cat BP5 (Non-Upg), 
Rog BP5(Non-Upg), Enh(Non-Upg #2),
Ret (Non-Upg #2- Opt BP5), 
Fury/Arms (Non-Upg #2)"
Kil’jaeden,Bâton doré des Sin'dorei,https://www.wowhead.com/tbc/fr/item=34337,Arme 2M - Bâton,BP5,Heal,Caster DPS,"RDru > HPri/RSha > 
Mage > HPal",RDru BP5 (2H Opt)
Kil’jaeden,Marteau de sanctification,https://www.wowhead.com/tbc/fr/item=34335,Arme 1M - Masse,BP5,Heal,Caster DPS,,"HPal BP5, HPri BP5, 
RSha BP5, RDru BP5 
(Debatable w/Gavel- Top MP5)"
Kil’jaeden,Main du Trompeur,https://www.wowhead.com/tbc/fr/item=34331,Arme 1M - Pugilat,BP5,Physical DPS,Tank,Enh > Fury/Rog > Hunt,"Rog BP5 (MH), Enh BP5 (MH),
Fury BP5 (MH)"
Kil’jaeden,Garde-mains des mondes profanés,https://www.wowhead.com/tbc/fr/item=34344,Mains - Tissu,BP5,Caster DPS,Heal,"Boom/Mage/Lock > 
Ele/Shadow","Boom BP5, Mage BP5, Lock BP5,
Shadow (#2), Ele (#2)"
Kil’jaeden,Garde-mains de l'aube,https://www.wowhead.com/tbc/fr/item=34342,Mains - Tissu,BP5,"Priest/Lock
Boom/RSha",Caster DPS/ Heal,"HPri > Shadow > Lock > 
Boom > RSha","HPri BP5 (Non-Upg), Boom (Upg #3),
Lock (Upg #2), RSha (Low Prio)
Shadow BP5 (Upg)"
Kil’jaeden,Heaume de la piété ardente,https://www.wowhead.com/tbc/fr/item=34243,Tête - Plaques,BP5,"PPal/HPal/
Prot Warrior",Paladin/Warrior,PPal > HPal > PWar,"PPal BP5 (Upg), PWar (Opt BP5 - Close to Dath'Remar),
HPal BP5 (Non-Upg - Eng Prio)"
Kil’jaeden,Solembrase,https://www.wowhead.com/tbc/fr/item=34336,Arme 1M - Dague,BP5,Caster DPS,Heal,,"Boom BP5, Mage BP5, Ele BP5, Shadow BP5, Lock BP5"
