boss,loot_name,loot_url,type,bis,spec1,spec2,priority,notes
Hunter,Jambières de traqueur des failles,https://www.wowhead.com/tbc/fr/item=30142,Jambes,,,Leggings of the Vanquished Hero,,
Mage,Capuche de Tirisfal,https://www.wowhead.com/tbc/fr/item=30206,Tête,,,Helm of the Vanquished Hero,,BP2
Mage,Mantelet de Tirisfal,https://www.wowhead.com/tbc/fr/item=30210,Shoulders,,,Pauldrons of the Vanquished Hero,,BP2
Mage,Robe de Tirisfal,https://www.wowhead.com/tbc/fr/item=30196,Torse,,,Chestguard of the Vanquished Hero,,
Mage,Gants de Tirisfal,https://www.wowhead.com/tbc/fr/item=30205,Mains,,,Gloves of the Vanquished Hero,,BP2
Mage,Jambières de Tirisfal,https://www.wowhead.com/tbc/fr/item=30207,Jambes,,,Leggings of the Vanquished Hero,,BP2
Paladin Sacré,Grand heaume de Cristalforge,https://www.wowhead.com/tbc/fr/item=30136,Tête,,,Helm of the Vanquished Champion,,BP2
Paladin Sacré,Espauliers de Cristalforge,https://www.wowhead.com/tbc/fr/item=30138,Shoulders,,,Pauldrons of the Vanquished Champion,,
Paladin Sacré,Plastron de Cristalforge,https://www.wowhead.com/tbc/fr/item=30134,Torse,,,Chestguard of the Vanquished Champion,,BP2
Paladin Sacré,Gants de Cristalforge,https://www.wowhead.com/tbc/fr/item=30135,Mains,,,Gloves of the Vanquished Champion,,
Paladin Sacré,Jambières de Cristalforge,https://www.wowhead.com/tbc/fr/item=30137,Jambes,,,Leggings of the Vanquished Champion,,
Protection Paladin,Ventaille de Cristalforge,https://www.wowhead.com/tbc/fr/item=30125,Tête,,,Helm of the Vanquished Champion,,BP2 - #2 Top until SWP Kil'Jaeden
Protection Paladin,Garde-épaules de Cristalforge,https://www.wowhead.com/tbc/fr/item=30127,Shoulders,,,Pauldrons of the Vanquished Champion,,BP2
Protection Paladin,Corselet de Cristalforge,https://www.wowhead.com/tbc/fr/item=30123,Torse,,,Chestguard of the Vanquished Champion,,BP2
Protection Paladin,Garde-mains de Cristalforge,https://www.wowhead.com/tbc/fr/item=30124,Mains,,,Gloves of the Vanquished Champion,,
Protection Paladin,Garde-jambes de Cristalforge,https://www.wowhead.com/tbc/fr/item=30126,Jambes,,,Leggings of the Vanquished Champion,,BP2
Retribution Paladin,Heaume de guerre de Cristalforge,https://www.wowhead.com/tbc/fr/item=30131,Tête,,,Helm of the Vanquished Champion,,BP2
Retribution Paladin,Spallières de Cristalforge,https://www.wowhead.com/tbc/fr/item=30133,Shoulders,,,Pauldrons of the Vanquished Champion,,BP2
Retribution Paladin,Cuirasse de Cristalforge,https://www.wowhead.com/tbc/fr/item=30129,Torse,,,Chestguard of the Vanquished Champion,,BP2
Retribution Paladin,Gantelets de Cristalforge,https://www.wowhead.com/tbc/fr/item=30130,Mains,,,Gloves of the Vanquished Champion,,
Retribution Paladin,Grèves de Cristalforge,https://www.wowhead.com/tbc/fr/item=30132,Jambes,,,Leggings of the Vanquished Champion,,
Healing Priest,Capuche de l'avatar,https://www.wowhead.com/tbc/fr/item=30152,Tête,,,Helm of the Vanquished Defender,,BP2
Healing Priest,Mantelet de l'avatar,https://www.wowhead.com/tbc/fr/item=30154,Shoulders,,,Pauldrons of the Vanquished Defender,,BP2
Healing Priest,Habits de l'avatar,https://www.wowhead.com/tbc/fr/item=30150,Torse,,,Chestguard of the Vanquished Defender,,BP2
Healing Priest,Gants de l'avatar,https://www.wowhead.com/tbc/fr/item=30151,Mains,,,Gloves of the Vanquished Defender,,BP2
Healing Priest,Braies de l'avatar,https://www.wowhead.com/tbc/fr/item=30153,Jambes,,,Leggings of the Vanquished Defender,,BP2
Prêtre Ombre,Chaperon de l'avatar,https://www.wowhead.com/tbc/fr/item=30161,Tête,,,Helm of the Vanquished Defender,,
Prêtre Ombre,Ailes de l'avatar,https://www.wowhead.com/tbc/fr/item=30163,Shoulders,,,Pauldrons of the Vanquished Defender,,BP2
Prêtre Ombre,Voile de l'avatar,https://www.wowhead.com/tbc/fr/item=30159,Torse,,,Chestguard of the Vanquished Defender,,
Prêtre Ombre,Garde-mains de l'avatar,https://www.wowhead.com/tbc/fr/item=30160,Mains,,,Gloves of the Vanquished Defender,,BP2
Prêtre Ombre,Jambières de l'avatar,https://www.wowhead.com/tbc/fr/item=30162,Jambes,,,Leggings of the Vanquished Defender,,
Voleur,Heaume de mantemort,https://www.wowhead.com/tbc/fr/item=30146,Tête,,,Helm of the Vanquished Champion,,BP2
Voleur,Protège-épaules de mantemort,https://www.wowhead.com/tbc/fr/item=30149,Shoulders,,,Pauldrons of the Vanquished Champion,,
Voleur,Corselet de mantemort,https://www.wowhead.com/tbc/fr/item=30144,Torse,,,Chestguard of the Vanquished Champion,,BP2
Voleur,Garde-mains de mantemort,https://www.wowhead.com/tbc/fr/item=30145,Mains,,,Gloves of the Vanquished Champion,,BP2
Voleur,Garde-jambes de mantemort,https://www.wowhead.com/tbc/fr/item=30148,Jambes,,,Leggings of the Vanquished Champion,,
Chaman Élémentaire,Chapel du cataclysme,https://www.wowhead.com/tbc/fr/item=30171,Tête,,,Helm of the Vanquished Champion,,BP2
Chaman Élémentaire,Protège-épaules du cataclysme,https://www.wowhead.com/tbc/fr/item=30173,Shoulders,,,Pauldrons of the Vanquished Champion,,
Chaman Élémentaire,Plastron du cataclysme,https://www.wowhead.com/tbc/fr/item=30169,Torse,,,Chestguard of the Vanquished Champion,,BP2
Chaman Élémentaire,Manicles du cataclysme,https://www.wowhead.com/tbc/fr/item=30170,Mains,,,Gloves of the Vanquished Champion,,
Chaman Élémentaire,Jambières du cataclysme,https://www.wowhead.com/tbc/fr/item=30172,Jambes,,,Leggings of the Vanquished Champion,,
Chaman Amélioration,Heaume du cataclysme,https://www.wowhead.com/tbc/fr/item=30190,Tête,,,Helm of the Vanquished Champion,,BP2
Chaman Amélioration,Plaques d'épaule du cataclysme,https://www.wowhead.com/tbc/fr/item=30194,Shoulders,,,Pauldrons of the Vanquished Champion,,
Chaman Amélioration,Pansière du cataclysme,https://www.wowhead.com/tbc/fr/item=30185,Torse,,,Chestguard of the Vanquished Champion,,
Chaman Amélioration,Pansière du cataclysme,https://www.wowhead.com/tbc/fr/item=30185,Mains,,,Gloves of the Vanquished Champion,,
Chaman Amélioration,Cuissards du cataclysme,https://www.wowhead.com/tbc/fr/item=30192,Jambes,,,Leggings of the Vanquished Champion,,
Chaman Restauration,Protège-front du cataclysme,https://www.wowhead.com/tbc/fr/item=30166,Tête,,,Helm of the Vanquished Champion,,BP2
Chaman Restauration,Garde-épaules du cataclysme,https://www.wowhead.com/tbc/fr/item=30168,Shoulders,,,Pauldrons of the Vanquished Champion,,BP2
Chaman Restauration,Corselet du cataclysme,https://www.wowhead.com/tbc/fr/item=30164,Torse,,,Chestguard of the Vanquished Champion,,BP2
Chaman Restauration,Gants du cataclysme,https://www.wowhead.com/tbc/fr/item=30165,Mains,,,Gloves of the Vanquished Champion,,BP2
Chaman Restauration,Garde-jambes du cataclysme,https://www.wowhead.com/tbc/fr/item=30167,Jambes,,,Leggings of the Vanquished Champion,,
Démoniste,Chaperon du corrupteur,https://www.wowhead.com/tbc/fr/item=30212,Tête,,,Helm of the Vanquished Hero,,
Démoniste,Mantelet du corrupteur,https://www.wowhead.com/tbc/fr/item=30215,Shoulders,,,Pauldrons of the Vanquished Hero,,BP2
Démoniste,Robe du corrupteur,https://www.wowhead.com/tbc/fr/item=30214,Torse,,,Chestguard of the Vanquished Hero,,
Démoniste,Gants du corrupteur,https://www.wowhead.com/tbc/fr/item=30211,Mains,,,Gloves of the Vanquished Hero,,
Démoniste,Jambières du corrupteur,https://www.wowhead.com/tbc/fr/item=30213,Jambes,,,Leggings of the Vanquished Hero,,BP2
War Fury,Heaume de bataille de destructeur,https://www.wowhead.com/tbc/fr/item=30120,Tête,,,Helm of the Vanquished Defender,,BP2
War Fury,Lames d'épaules de destructeur,https://www.wowhead.com/tbc/fr/item=30122,Shoulders,,,Pauldrons of the Vanquished Defender,,
War Fury,Cuirasse de destructeur,https://www.wowhead.com/tbc/fr/item=30118,Torse,,,Chestguard of the Vanquished Defender,,BP2
War Fury,Gantelets de destructeur,https://www.wowhead.com/tbc/fr/item=30119,Mains,,,Gloves of the Vanquished Defender,,
War Fury,Grèves de destructeur,https://www.wowhead.com/tbc/fr/item=30121,Jambes,,,Leggings of the Vanquished Defender,,
War Tank,Grand heaume de destructeur,https://www.wowhead.com/tbc/fr/item=30115,Tête,,,Helm of the Vanquished Defender,,BP2
War Tank,Garde-épaules de destructeur,https://www.wowhead.com/tbc/fr/item=30117,Shoulders,,,Pauldrons of the Vanquished Defender,,BP2
War Tank,Corselet de destructeur,https://www.wowhead.com/tbc/fr/item=30113,Torse,,,Chestguard of the Vanquished Defender,,BP2
War Tank,Garde-mains de destructeur,https://www.wowhead.com/tbc/fr/item=30114,Mains,,,Gloves of the Vanquished Defender,,
War Tank,Garde-jambes de destructeur,https://www.wowhead.com/tbc/fr/item=30116,Jambes,,,Leggings of the Vanquished Defender,,BP2
