boss,loot_name,loot_url,type,bis,spec1,spec2,priority,notes
Archimonde,Apôtre d'Argus,https://www.wowhead.com/tbc/fr/item=30908,Arme 2M - Bâton,BP3,Heal,Caster DPS,RDru > HPri > Rcham > HPal,RDru BP3
Archimonde,Frappeur darde-éclairs,https://www.wowhead.com/tbc/fr/item=30906,Arc,BP5,Physical DPS,Tank,Chasseur > PWar > Fury/Arms,Hunt BP5
Archimonde,Trancheuse du cataclysme,https://www.wowhead.com/tbc/fr/item=30902,Arme 2M - Épée,BP5,Melee,Tank,PRet/Arms,"Ret BP5, Arms BP5"
Archimonde,Jambières de l'éternité,https://www.wowhead.com/tbc/fr/item=30912,Jambes - Tissu,BP5,Heal,Caster DPS,Healers > Boomy/Mage,"RDru BP5, HPal BP5, 
HPri BP5, RSha BP5"
Archimonde,Garde-jambes de la rage infinie,https://www.wowhead.com/tbc/fr/item=30903,Jambes - Plaques,BP5,Melee,Tank,Fury/Arms > PWar > PRet,Fury/Arms BP5
Archimonde,Cotte de mailles de la poursuite fiévreuse,https://www.wowhead.com/tbc/fr/item=30907,Torse - Mailles,,Physical DPS,Tank,Chasseur > PRet > Amélio,
Archimonde,Corselet de minuit,https://www.wowhead.com/tbc/fr/item=30905,Torse - Cuir,BP5,Physical DPS,Tank,"Amélio/Fury/Arms/PRet > 
Cat/Rogue > Bear > Chasseur","Ret BP3, Enh BP5, Fury/Arms BP5"
Archimonde,Robe de Rhonin,https://www.wowhead.com/tbc/fr/item=30913,Torse - Tissu,BP3,Caster DPS,Heal,Lock > Boomy/Mage/Elem > SP,Lock BP3
Archimonde,Emprise du sauveur,https://www.wowhead.com/tbc/fr/item=30904,Torse - Plaques,,Paladin,Warrior,,
Archimonde,Sceptre de purification,https://www.wowhead.com/tbc/fr/item=30911,Main gauche,BP5,Heal,Caster DPS,HPri > RDru > Rcham/HPal,HPri BP5
Archimonde,Tempête de chaos,https://www.wowhead.com/tbc/fr/item=30910,Arme 1M - Épée,BP5,Caster DPS/ PPal,Caster DPS/ Heal/Paladin,PPal > Lock > Mage > PRet,"Mage BP5, PPal BP5, Lock BP5, 
Ret BP3 (1H Low Prio)"
Archimonde,Heaume du conquérant oublié,https://www.wowhead.com/tbc/fr/item=31097,Jeton d'armure,BP5,"Paladin/
Lock/Priest",,"HPri > HPal > PPal > 
SP/Lock > PRet","HPri BP5, HPal BP3
T6- Paladin, Priest, Warlock"
Archimonde,Helm of the Forgotten Protector,https://tbcdb.com/?search=helm+of+the+forgotten,Jeton d'armure,BP3,"Hunter/Shaman/
Warrior",,"Rcham > Elem > PWar > 
Chasseur/Mage > Amélio/Fury/Arms","Ele BP3, RSha BP3
T6 - Hunter, Shaman, Warrior"
Archimonde,Heaume du vainqueur oublié,https://www.wowhead.com/tbc/fr/item=31096,Jeton d'armure,BP5,"Druid/Mage/
Rogue",,"Bear > RDru > 
Cat/Boomy/Rogue","Bear BP5, RDru BP5
T6- Druid, Mage, Rogue"
Trash,Bottes de la lumière divine,https://www.wowhead.com/tbc/fr/item=32609,Pieds - Tissu,BP5,Heal,Caster DPS,"RDru/HPri > 
Rcham/HPal > Lock","RDru BP3, HPri BP3
BP5 Debatable for High Stam Fights
Good for Warlocks going into Wrath"
Trash,Corselet des orages implacables,https://www.wowhead.com/tbc/fr/item=32592,Torse - Mailles,BP3,Caster DPS,Heal,Elem chaman > HPal,Ele BP3
Trash,Sautoir des lames crantées,https://www.wowhead.com/tbc/fr/item=32591,Cou - Collier,,Physical DPS,Tank,DPS > PWar,"#2 P3 options for Physical DPS/PWar
- May adjust later due to Armor Pen"
Trash,Griffe de la fureur de lave,https://www.wowhead.com/tbc/fr/item=32946,Arme 1M - Pugilat,,Physical DPS,Tank,Amélio > Fury > Rogue > Chasseur,Great set for Enh Shamans in Wrath
Trash,Poing de la fureur de lave,https://www.wowhead.com/tbc/fr/item=32945,Off - H Fist,,Physical DPS,Tank,Fury > Rogue > Amélio > Chasseur,Great set for Enh Shamans in Wrath
Trash,Marteau du jugement,https://www.wowhead.com/tbc/fr/item=34009,Arme 1M - Masse,BP3,Caster DPS/ PPal,Caster DPS/ Heal/Paladin,"Boomy > PPal > Elem > 
SP > PRet",Boom BP3
Trash,Pendentif enchâssé de flammes infernales,https://www.wowhead.com/tbc/fr/item=32589,Cou - Collier,BP5,Mage,Caster DPS/ Heal,Fire Mage > Mage > Lock,"Fire Mage BP5, Other Mage BP3"
Trash,Cape du vide néantin,https://www.wowhead.com/tbc/fr/item=32590,Dos,BP5,Shadow/Lock,Caster DPS/ Heal,Lock > SP,"Shadow (Opt BP5), 
Lock BP5 (Until 80)"
Trash,Linceul de pacification de Pépé,https://www.wowhead.com/tbc/fr/item=34010,Dos,BP5,Tank,Melee,PPal/PWar > Bear,"PPal BP5, PWar BP5"
Boss Recipes,Dessin : Spinelle cramoisi miroitant,https://www.wowhead.com/tbc/fr/item=32285,Recette - Joaillerie,,,,,"Recipe = BoP, Gem = BoE
Red: 10 Parry"
Boss Recipes,Dessin : Saphir empyréen rigide,https://www.wowhead.com/tbc/fr/item=32296,Recette - Joaillerie,,,,,"Recipe = BoP, Gem = BoE
Yellow: 10 Spell Hit"
Boss Recipes,Dessin : Pyrolithe intaillée,https://www.wowhead.com/tbc/fr/item=32303,Recette - Joaillerie,,,,,"Recipe = BoP, Gem = BoE
Red or Yellow: 5 Crit, 5 Str"
Boss Recipes,Dessin : Oeil de lion mystique,https://www.wowhead.com/tbc/fr/item=32295,Recette - Joaillerie,,,,,"Recipe = BoP, Gem = BoE
Yellow: 10 Resilience"
Boss Recipes,Dessin : Améthyste chantelombre changeante,https://www.wowhead.com/tbc/fr/item=32298,Recette - Joaillerie,,,,,"Recipe = BoP, Gem = BoE
Red or Blue: 5 Agi, 7 Stam"
Boss Recipes,Dessin : Améthyste chantelombre souveraine,https://www.wowhead.com/tbc/fr/item=32297,Recette - Joaillerie,,,,,"Recipe = BoP, Gem = BoE
Red or Blue: 5 Str, 7 Stam"
Boss Recipes,Dessin : Saphir empyréen orageux,https://www.wowhead.com/tbc/fr/item=32289,Recette - Joaillerie,,,,,"Recipe = BoP, Gem = BoE
Blue: 13 Spell Pen"
Boss Recipes,Dessin : Améthyste chantelombre voilée,https://www.wowhead.com/tbc/fr/item=32307,Recette - Joaillerie,,,,,"Recipe = BoP, Gem = BoE
Red or Yellow: 5 SHit, 6 SDam"
Trash Tailoring Recipes,Patron : Mantelet de la pensée agile,https://www.wowhead.com/tbc/fr/item=32755,Recette - Couture,,,,,
Trash Tailoring Recipes,Patron : Couvre-bras des soins vifs,https://www.wowhead.com/tbc/fr/item=32752,Recette - Couture,,,,,
Trash Leatherworking Recipes,Patron : Manchettes des réflexes éclairs,https://www.wowhead.com/tbc/fr/item=32748,Recette - Travail du cuir,,,,,
Trash Leatherworking Recipes,Patron : Epaulières de la terre vivante,https://www.wowhead.com/tbc/fr/item=32751,Recette - Travail du cuir,,,,,
Trash Leatherworking Recipes,Patron : Protège-épaules du regain de vie,https://www.wowhead.com/tbc/fr/item=32745,Recette - Travail du cuir,,,,,
Trash Leatherworking Recipes,Patron : Brassards de frappe rapide,https://www.wowhead.com/tbc/fr/item=32746,Recette - Travail du cuir,,,,,
Trash Leatherworking Recipes,Patron : Gants du toucher de vie,https://www.wowhead.com/tbc/fr/item=35303,Recette - Travail du cuir,,,,,
Trash Blacksmithing Recipes,Plans : Epaulières en acier de l'aube,https://www.wowhead.com/tbc/fr/item=32739,Recette - Forge,,,,,
Trash Blacksmithing Recipes,Plans : Brassards en vif-acier,https://www.wowhead.com/tbc/fr/item=32736,Recette - Forge,,,,,
