boss,loot_name,loot_url,type,bis,spec1,spec2,priority,notes
Void Reaver,Heaume de guerre en gangracier,https://www.wowhead.com/tbc/fr/item=29983,Tête - Plaques,,PWar/Ret,Paladin/Warrior,"PWar > Ret > 
Fury/Arms > PPal",
Void Reaver,Ceinturon de Zaetar,https://www.wowhead.com/tbc/fr/item=29984,Taille - Cuir,BP2,Heal,Caster DPS,RDru > HPal/RSha > HPal,RDru BP2
Void Reaver,Grèves de saccageur du Vide,https://www.wowhead.com/tbc/fr/item=29985,Jambes - Mailles,BP2,Physical DPS,Tank,"Surv Hunt > Enh > 
Hunt/Ret > Fury/Arms",Surv Hunt BP2
Void Reaver,Torsade de ressort dimensionnel,https://www.wowhead.com/tbc/fr/item=30450,Bijou - Rogue,BP5,Rogue,N/A,,Rog BP5
Void Reaver,Garde-poignets de détermination,https://www.wowhead.com/tbc/fr/item=32515,Poignets - Plaques,BP2,Tank,Melee,Prot Paladin/Prot Warrior,"PPal BP2, PWar BP2"
Void Reaver,Espauliers du champion vaincu,https://www.wowhead.com/tbc/fr/item=30248,Jeton d'armure,BP2,"Paladin/Rogue/
Shaman",N/A,"PPal > RSha > HPal > 
Ele/Rog > Ret/Enh","PPal BP2, RSha BP2
T5- Paladin, Rogue, Shaman"
Void Reaver,Espauliers du défenseur vaincu,https://www.wowhead.com/tbc/fr/item=30249,Jeton d'armure,BP2,"Druid/Priest/
Warrior",N/A,"Bear/PWar > RDru/HPri > 
Cat/Boom/Shadow > 
Fury/Arms","RDru BP2, Bear BP2, Cat BP2, 
Boom BP2, HPri BP2, Shadow BP2,
PWar BP2, T5- Druid, Priest, Warrior"
Void Reaver,Espauliers du héros vaincu,https://www.wowhead.com/tbc/fr/item=30250,Jeton d'armure,BP2,"Hunter/Mage/
Warlock",N/A,,"Hunt BP2, Mage BP2, Lock BP2
T5- Hunter, Mage, Warlock"
High Astromancer Solarian,Bottes du résistant,https://www.wowhead.com/tbc/fr/item=32267,Pieds - Plaques,BP2,Tank,Melee,Prot Paladin/Prot Warrior,"PPal BP2, PWar BP2"
High Astromancer Solarian,Bâton de vie de l'Ethereum,https://www.wowhead.com/tbc/fr/item=29981,Arme 2M - Bâton,BP2,Heal,Caster DPS,RDru > HPri > RSha > HPal,RDru BP2
High Astromancer Solarian,Ceinturon du chemin vertueux,https://www.wowhead.com/tbc/fr/item=29965,Taille - Plaques,,Holy Paladin,Paladin,Holy Paladin,
High Astromancer Solarian,Grèves du garde-sang,https://www.wowhead.com/tbc/fr/item=29950,Jambes - Plaques,BP2,Warrior/Ret,Paladin/Warrior,Fury/Arms > Ret/PWar,Fury/Arms BP2
High Astromancer Solarian,Tranchecœur,https://www.wowhead.com/tbc/fr/item=29962,Arme 1M - Dague,,Melee/PWar,Physical DPS/ Tank,"Rog > PWar > 
Fury/Enh > Hunt",
High Astromancer Solarian,Saphir solarian,https://www.wowhead.com/tbc/fr/item=30446,Bijou - Warr,BP5,Fury/Arms,Prot Warrior,Fury/Arms > PWar,Fury/Arms BP5
High Astromancer Solarian,Braies d'âme stellaire,https://www.wowhead.com/tbc/fr/item=29977,Jambes - Tissu,,Heal,Caster DPS,HPri > RDru/RSha/HPal,
High Astromancer Solarian,Bottes d'arpenteur d'étoile,https://www.wowhead.com/tbc/fr/item=29951,Pieds - Mailles,BP2,Physical DPS,Tank,"Surv Hunt > Hunt/Ret/Enh >
Fury/Arms",Surv Hunt BP2
High Astromancer Solarian,Chausses de l'astromancien,https://www.wowhead.com/tbc/fr/item=29972,Jambes - Tissu,BP2,Caster DPS,Heal,"Ele/Shadow > 
Boom/Lock > Mage","Ele BP2, Shadow BP2"
High Astromancer Solarian,Protège-bras de fin,https://www.wowhead.com/tbc/fr/item=29966,Poignets - Cuir,BP5,Physical DPS/ Bear,Physical DPS/ Tank,"Bear > Cat/Surv Hunt/Rog/
Enh > Ret > Hunt/Fury/Arms","Bear BP5, Cat BP2, Surv Hunt BP2, 
Rog BP2, Enh BP2"
High Astromancer Solarian,Talisman de l'étoile du Vide,https://www.wowhead.com/tbc/fr/item=30449,Bijou - Lock,,Warlock,N/A,,
High Astromancer Solarian,Baguette de l'étoile oubliée,https://www.wowhead.com/tbc/fr/item=29982,Baguette,BP5,Caster DPS,Heal,Mage/Lock/Shadow > HPri,"Mage BP5, Shadow BP5, Lock BP5"
High Astromancer Solarian,Gantelets de la tempête mondiale,https://www.wowhead.com/tbc/fr/item=29976,Mains - Mailles,,Heal,Caster DPS,HPal > RSha,
Kael’thas Haut-Soleil,Cendres d'Al'ar,https://www.wowhead.com/tbc/fr/item=32458,Monture,,ALL,N/A,,
Kael’thas Haut-Soleil,Bague du général des forestiers,https://www.wowhead.com/tbc/fr/item=29997,Doigt - Anneau,BP5,Physical DPS/ PWar,Physical DPS/ Tank,"Hunt/Enh > PWar > 
Ret/Rog/Fury/Arms > Cat","Hunt BP5, Enh BP5, Ret BP2, Fury/Arms BP2, PWar BP2 (Threat)"
Kael’thas Haut-Soleil,Couronne du soleil,https://www.wowhead.com/tbc/fr/item=29990,Tête - Tissu,,Heal,Caster DPS,,
Kael’thas Haut-Soleil,Gantelets du roi-soleil,https://www.wowhead.com/tbc/fr/item=29987,Mains - Tissu,BP2,Caster DPS,Heal,Boom/Lock > Mage/Ele > Shadow,"Boom BP2, Lock BP2"
Kael’thas Haut-Soleil,Jambières des intentions meurtrières,https://www.wowhead.com/tbc/fr/item=29995,Jambes - Cuir,BP2,Physical DPS/ Bear,Physical DPS/ Tank,Cat/Hunt/Ret/Rog/Enh > Bear > Fury/Arms,"Cat BP2, Hunt BP2, Ret BP2, 
Rog BP2, Enh BP2"
Kael’thas Haut-Soleil,Bâtonnet du roi-soleil,https://www.wowhead.com/tbc/fr/item=29996,Arme 1M - Masse,BP2,Melee,Tank,Enh/Fury > Rog,"Enh BP2, Fury BP2, Rog BP2"
Kael’thas Haut-Soleil,Cape royale des Haut-Soleil,https://www.wowhead.com/tbc/fr/item=29992,Dos,BP5,Caster DPS/ Prot Paladin,Heal,Boom/Mage > Ele/Shadow/Lock > PPal,"Boom BP5, Mage BP5, Ele BP2, 
Shadow BP2, Lock BP2"
Kael’thas Haut-Soleil,Gantelets royaux de Lune-d'Argent,https://www.wowhead.com/tbc/fr/item=29998,Mains - Plaques,BP2,Tank,Melee,Prot Paladin/Prot Warrior,"PPal BP2, PWar BP2"
Kael’thas Haut-Soleil,Jambières d'Epervier du soleil,https://www.wowhead.com/tbc/fr/item=29991,Jambes - Mailles,BP2,Heal,Caster DPS,Holy Paladin/Resto Shaman,"HPal BP2, RSha BP2"
Kael’thas Haut-Soleil,Cape légère de la bruine solaire,https://www.wowhead.com/tbc/fr/item=29989,Dos,BP2,Heal,Caster DPS,RDru/HPri/RSha > HPal,"RDru BP2, HPri BP2, RSha BP2, 
HPal BP2 (P1 Prio)"
Kael’thas Haut-Soleil,Cape sauvage thalassienne,https://www.wowhead.com/tbc/fr/item=29994,Dos,BP5,Physical DPS/ Bear,Physical DPS/ Tank,"Cat > Bear > Hunt > Ret/
Rog/Enh/Fury/Arms > PWar","Bear BP2 (Threat), Cat BP5, 
Hunt BP3, Ret BP2, Rog BP2, 
Enh BP2, Fury/Arms BP2"
Kael’thas Haut-Soleil,La clé du Nexus,https://www.wowhead.com/tbc/fr/item=29988,Arme 2M - Bâton,BP2,Caster DPS/ Resto Shaman,Caster DPS/ Heal,"Boom/Mage/Ele/Shadow >
RSha > Lock","Boom BP2, Mage BP2, Ele BP2, 
Shadow BP2, RSha BP2"
Kael’thas Haut-Soleil,Lames-jumelles du phénix,https://www.wowhead.com/tbc/fr/item=29993,Arme 2M - Épée,BP2,Physical DPS,Tank,Ret/Arms > Hunt,"Hunt BP2, Ret BP2, Arms BP2"
Kael’thas Haut-Soleil,Reste de la fiole de Kael,https://www.wowhead.com/tbc/fr/item=29905,Quête,,N/A,N/A,,
Kael’thas Haut-Soleil,Corselet du champion vaincu,https://www.wowhead.com/tbc/fr/item=30236,Jeton d'armure,BP2,"Paladin/Rogue/
Shaman",N/A,"PPal > HPal/RSha > 
Ret/Ele/Rog > Enh","PPal BP2, HPal BP2, Ret BP2, 
Ele BP2, Rog BP2, RSha BP2
T5- Paladin, Rogue, Shaman"
Kael’thas Haut-Soleil,Corselet du défenseur vaincu,https://www.wowhead.com/tbc/fr/item=30237,Jeton d'armure,BP2,"Druid/Priest/
Warrior",N/A,"Bear/PWar > 
RDru/HPri > Fury/Arms > 
Cat/Boom > Shadow","RDru BP2, Bear BP2, HPri BP2, 
Fury/Arms BP2, PWar BP2
T5- Druid, Priest, Warrior"
Kael’thas Haut-Soleil,Corselet du héros vaincu,https://www.wowhead.com/tbc/fr/item=30238,Jeton d'armure,BP5,"Hunter/Mage/
Warlock",N/A,Hunt > Mage/Lock,"Hunt BP5
T5- Hunter, Mage, Warlock"
Kael’thas Haut-Soleil,Sphère verdoyante,https://www.wowhead.com/tbc/fr/item=32405,Quête,BP5,ALL,N/A,Tank > Heal > DPS,
Kael’thas Haut-Soleil,Revendication du seigneur Sanguinar,https://www.wowhead.com/tbc/fr/item=30018,Cou - Collier,BP5,Heal,Caster DPS,RSha > HPal/HPri > RDru,"RSha BP5, HPal BP2, HPri BP2, RDru BP2 (P1 Prio)"
Kael’thas Haut-Soleil,Pendentif de désordre de Telonicus,https://www.wowhead.com/tbc/fr/item=30017,Cou - Collier,BP5,Physical DPS,Tank,Cat > Hunt/Ret/Rog/Enh > Fury/Arms,"Cat BP5, Hunt BP2, Ret BP2, 
Rog BP2, Enh BP2"
Kael’thas Haut-Soleil,L'Emprise de l'Assombrisseur,https://www.wowhead.com/tbc/fr/item=30007,Cou - Collier,BP5,Tank,Melee,PPal > PWar > Bear,PPal BP5
Kael’thas Haut-Soleil,Le talisman du roi-soleil,https://www.wowhead.com/tbc/fr/item=30015,Cou - Collier,BP2,Caster DPS,Heal,,"Boom BP2, Mage BP2, Shadow BP2, Ele BP2, Lock BP2"
Trash,Poignets de l'archer céleste,https://www.wowhead.com/tbc/fr/item=30026,Poignets - Mailles,BP2,Physical DPS,Tank,"Hunt > Enh > Ret > 
Fury/Arms",Hunt BP2
Trash,Gants d'écorce de l'ancienne sagesse,https://www.wowhead.com/tbc/fr/item=30029,Mains - Cuir,BP2,Heal,Caster DPS,RDru > RSha/HPal,RDru BP2
Trash,Corde-feu du magus,https://www.wowhead.com/tbc/fr/item=30020,Poignets - Tissu,,Mage,Caster DPS,Fire Mage > Mage > Lock,
Trash,Ceinturon des étoiles tombées,https://www.wowhead.com/tbc/fr/item=30030,Taille - Mailles,BP2,Heal,Caster DPS,RSha > HPal,RSha BP2
Trash,Mantelet des rois elfes,https://www.wowhead.com/tbc/fr/item=30024,Épaules - Tissu,BP2,Caster DPS,Heal,"Ele > Lock > 
Boom/Mage/Shadow",Ele BP2
Trash,Septième anneau des Tirisfaliens,https://www.wowhead.com/tbc/fr/item=30028,Doigt - Anneau,BP2,Tank,Melee,PPal/PWar > Bear,"PPal BP2, PWar BP2"
