boss,loot_name,loot_url,type,bis,spec1,spec2,priority,notes
Paladin Sacré,Plastron de justicier,https://www.wowhead.com/tbc/fr/item=29062,Torse,,,Chestguard of the Fallen Champion,,BP1
Paladin Sacré,Gants de justicier,https://www.wowhead.com/tbc/fr/item=29065,Mains,,,Gloves of the Fallen Champion,,
Paladin Sacré,Jambières de justicier,https://www.wowhead.com/tbc/fr/item=29063,Jambes,,,Leggings of the Fallen Champion,,
Protection Paladin,Ventaille de justicier,https://www.wowhead.com/tbc/fr/item=29068,Tête,,,Helm of the Fallen Champion,,BP1
Protection Paladin,Garde-épaules de justicier,https://www.wowhead.com/tbc/fr/item=29070,Shoulders,,,Pauldrons of the Fallen Champion,,BP1
Protection Paladin,Corselet de justicier,https://www.wowhead.com/tbc/fr/item=29066,Torse,,,Chestguard of the Fallen Champion,,BP1
Protection Paladin,Garde-mains de justicier,https://www.wowhead.com/tbc/fr/item=29067,Mains,,,Gloves of the Fallen Champion,,
Protection Paladin,Garde-jambes de justicier,https://www.wowhead.com/tbc/fr/item=29069,Jambes,,,Leggings of the Fallen Champion,,
Retribution Paladin,Couronne de justicier,https://www.wowhead.com/tbc/fr/item=29073,Tête,,,Helm of the Fallen Champion,,BP1
Retribution Paladin,Plaques d'épaule de justicier,https://www.wowhead.com/tbc/fr/item=29075,Shoulders,,,Pauldrons of the Fallen Champion,,
Retribution Paladin,Cuirasse de justicier,https://www.wowhead.com/tbc/fr/item=29071,Torse,,,Chestguard of the Fallen Champion,,
Retribution Paladin,Gantelets de justicier,https://www.wowhead.com/tbc/fr/item=29072,Mains,,,Gloves of the Fallen Champion,,
Retribution Paladin,Grèves de justicier,https://www.wowhead.com/tbc/fr/item=29074,Jambes,,,Leggings of the Fallen Champion,,
Healing Priest,Collerette lumineuse des incarnés,https://www.wowhead.com/tbc/fr/item=29049,Tête,,,Helm of the Fallen Defender,,BP1
Healing Priest,Mantelet lumineux des incarnés,https://www.wowhead.com/tbc/fr/item=29054,Shoulders,,,Pauldrons of the Fallen Defender,,BP1
Healing Priest,Robe des incarnés,https://www.wowhead.com/tbc/fr/item=29050,Torse,,,Chestguard of the Fallen Defender,,BP1
Healing Priest,Protège-mains des incarnés,https://www.wowhead.com/tbc/fr/item=29055,Mains,,,Gloves of the Fallen Defender,,
Healing Priest,Chausses des incarnés,https://www.wowhead.com/tbc/fr/item=29053,Jambes,,,Leggings of the Fallen Defender,,
Prêtre Ombre,Collerette de l'âme des incarnés,https://www.wowhead.com/tbc/fr/item=29058,Tête,,,Helm of the Fallen Defender,,BP1
Prêtre Ombre,Mantelet de l'âme des incarnés,https://www.wowhead.com/tbc/fr/item=29060,Shoulders,,,Pauldrons of the Fallen Defender,,BP1
Prêtre Ombre,Voile des incarnés,https://www.wowhead.com/tbc/fr/item=29056,Torse,,,Chestguard of the Fallen Defender,,BP1
Prêtre Ombre,Gants des incarnés,https://www.wowhead.com/tbc/fr/item=29057,Mains,,,Gloves of the Fallen Defender,,
Prêtre Ombre,Jambières des incarnés,https://www.wowhead.com/tbc/fr/item=29059,Jambes,,,Leggings of the Fallen Defender,,
Voleur,Masque de la Lame-néant,https://www.wowhead.com/tbc/fr/item=29044,Tête,,,Helm of the Fallen Champion,,BP1
Voleur,Protège-épaules de la Lame-néant,https://www.wowhead.com/tbc/fr/item=29047,Shoulders,,,Pauldrons of the Fallen Champion,,BP1
Voleur,Plastron de la Lame-néant,https://www.wowhead.com/tbc/fr/item=29045,Torse,,,Chestguard of the Fallen Champion,,BP1
Voleur,Gants de la Lame-néant,https://www.wowhead.com/tbc/fr/item=29048,Mains,,,Gloves of the Fallen Champion,,
Voleur,Braies de la Lame-néant,https://www.wowhead.com/tbc/fr/item=29046,Jambes,,,Leggings of the Fallen Champion,,BP1
Chaman Élémentaire,Ventaille du cyclone,https://www.wowhead.com/tbc/fr/item=29035,Tête,,,Helm of the Fallen Champion,,
Chaman Élémentaire,Garde-épaules de cyclone,https://www.wowhead.com/tbc/fr/item=29037,Shoulders,,,Pauldrons of the Fallen Champion,,BP1
Chaman Élémentaire,Corselet de cyclone,https://www.wowhead.com/tbc/fr/item=29033,Torse,,,Chestguard of the Fallen Champion,,BP1
Chaman Élémentaire,Garde-mains de cyclone,https://www.wowhead.com/tbc/fr/item=29034,Mains,,,Gloves of the Fallen Champion,,
Chaman Élémentaire,Garde-jambes de cyclone,https://www.wowhead.com/tbc/fr/item=29036,Jambes,,,Leggings of the Fallen Champion,,
Chaman Amélioration,Heaume de cyclone,https://www.wowhead.com/tbc/fr/item=29040,Tête,,,Helm of the Fallen Champion,,
Chaman Amélioration,Plaques d'épaule de cyclone,https://www.wowhead.com/tbc/fr/item=29043,Shoulders,,,Pauldrons of the Fallen Champion,,Behind Doomwalker
Chaman Amélioration,Cuirasse de cyclone,https://www.wowhead.com/tbc/fr/item=29038,Torse,,,Chestguard of the Fallen Champion,,
Chaman Amélioration,Gantelets de cyclone,https://www.wowhead.com/tbc/fr/item=29039,Mains,,,Gloves of the Fallen Champion,,
Chaman Amélioration,Kilt de guerre de cyclone,https://www.wowhead.com/tbc/fr/item=29042,Jambes,,,Leggings of the Fallen Champion,,
Chaman Restauration,Coiffure de cyclone,https://www.wowhead.com/tbc/fr/item=29028,Tête,,,Helm of the Fallen Champion,,Behind Doomwalker
Chaman Restauration,Protège-épaules de cyclone,https://www.wowhead.com/tbc/fr/item=29031,Shoulders,,,Pauldrons of the Fallen Champion,,BP1
Chaman Restauration,Haubert de cyclone,https://www.wowhead.com/tbc/fr/item=29029,Torse,,,Chestguard of the Fallen Champion,,BP1
Chaman Restauration,Gants de cyclone,https://www.wowhead.com/tbc/fr/item=29032,Mains,,,Gloves of the Fallen Champion,,
Chaman Restauration,Kilt de cyclone,https://www.wowhead.com/tbc/fr/item=29030,Jambes,,,Leggings of the Fallen Champion,,
Démoniste,Couronne Cœur-du-Vide,https://www.wowhead.com/tbc/fr/item=28963,Tête,,,Helm of the Fallen Hero,,BP1
Démoniste,Mantelet Cœur-du-Vide,https://www.wowhead.com/tbc/fr/item=28967,Shoulders,,,Pauldrons of the Fallen Hero,,BP1
Démoniste,Robe Cœur-du-Vide,https://www.wowhead.com/tbc/fr/item=28964,Torse,,,Chestguard of the Fallen Hero,,BP1
Démoniste,Gants Cœur-du-Vide,https://www.wowhead.com/tbc/fr/item=28968,Mains,,,Gloves of the Fallen Hero,,
Démoniste,Jambières Cœur-du-Vide,https://www.wowhead.com/tbc/fr/item=28966,Jambes,,,Leggings of the Fallen Hero,,Behind Kazzak
War Fury,Heaume de bataille de porteguerre,https://www.wowhead.com/tbc/fr/item=29021,Tête,,,Helm of the Fallen Defender,,BP1
War Fury,Plaques d'épaule de porteguerre,https://www.wowhead.com/tbc/fr/item=29023,Shoulders,,,Pauldrons of the Fallen Defender,,
War Fury,Cuirasse de porteguerre,https://www.wowhead.com/tbc/fr/item=29019,Torse,,,Chestguard of the Fallen Defender,,Behind Doomwalker
War Fury,Gantelets de porteguerre,https://www.wowhead.com/tbc/fr/item=29020,Mains,,,Gloves of the Fallen Defender,,
War Fury,Grèves de porteguerre,https://www.wowhead.com/tbc/fr/item=29022,Jambes,,,Leggings of the Fallen Defender,,
War Tank,Grand heaume de porteguerre,https://www.wowhead.com/tbc/fr/item=29011,Tête,,,Helm of the Fallen Defender,,BP1
War Tank,Garde-épaules de porteguerre,https://www.wowhead.com/tbc/fr/item=29016,Shoulders,,,Pauldrons of the Fallen Defender,,BP1
War Tank,Corselet de porteguerre,https://www.wowhead.com/tbc/fr/item=29012,Torse,,,Chestguard of the Fallen Defender,,BP1
War Tank,Garde-mains de porteguerre,https://www.wowhead.com/tbc/fr/item=29017,Mains,,,Gloves of the Fallen Defender,,
War Tank,Garde-jambes de porteguerre,https://www.wowhead.com/tbc/fr/item=29015,Jambes,,,Leggings of the Fallen Defender,,BP1
